predictor,PrcIncMSE,metric,region,iteration
p.pet_cy,5.11144478748596,peak2z_length,Western Mountains,4
swe.p_cy,4.393900015188504,peak2z_length,Western Mountains,4
p.pet_jfm,7.873563978299839,peak2z_length,Western Mountains,4
swe.p_jfm,3.534043592768091,peak2z_length,Western Mountains,4
p.pet_amj,3.709394928804616,peak2z_length,Western Mountains,4
swe.p_amj,4.70889091523239,peak2z_length,Western Mountains,4
p.pet_jas,5.4189669822285405,peak2z_length,Western Mountains,4
swe.p_jas,6.018404151854218,peak2z_length,Western Mountains,4
p.pet_ond,5.384218051271428,peak2z_length,Western Mountains,4
swe.p_ond,6.925820347992779,peak2z_length,Western Mountains,4
p_mm_cy.previous,6.60471483748369,peak2z_length,Western Mountains,4
p_mm_jas.previous,5.630695733167954,peak2z_length,Western Mountains,4
p_mm_ond.previous,8.1963896655467,peak2z_length,Western Mountains,4
p_mm_jfm.previous,4.495874207646887,peak2z_length,Western Mountains,4
p_mm_amj.previous,2.9947498544520093,peak2z_length,Western Mountains,4
pet_mm_cy.previous,5.944668714941178,peak2z_length,Western Mountains,4
pet_mm_jas.previous,5.8968861086745825,peak2z_length,Western Mountains,4
pet_mm_ond.previous,6.519149974407447,peak2z_length,Western Mountains,4
pet_mm_jfm.previous,4.331067231923078,peak2z_length,Western Mountains,4
pet_mm_amj.previous,6.577030862693449,peak2z_length,Western Mountains,4
T_max_c_cy.previous,6.365295588939596,peak2z_length,Western Mountains,4
T_max_c_jas.previous,5.033798674774229,peak2z_length,Western Mountains,4
T_max_c_ond.previous,4.967926984731319,peak2z_length,Western Mountains,4
T_max_c_jfm.previous,6.685782237987548,peak2z_length,Western Mountains,4
T_max_c_amj.previous,6.3883050890354145,peak2z_length,Western Mountains,4
swe_mm_cy.previous,5.057147874856641,peak2z_length,Western Mountains,4
swe_mm_jas.previous,5.358657162135822,peak2z_length,Western Mountains,4
swe_mm_ond.previous,3.696590639468108,peak2z_length,Western Mountains,4
swe_mm_jfm.previous,5.129143005912849,peak2z_length,Western Mountains,4
swe_mm_amj.previous,5.2332941713574685,peak2z_length,Western Mountains,4
p.pet_cy.previous,7.1300259720133194,peak2z_length,Western Mountains,4
swe.p_cy.previous,6.395315557839226,peak2z_length,Western Mountains,4
p.pet_jfm.previous,4.315514920727053,peak2z_length,Western Mountains,4
swe.p_jfm.previous,3.6321149574260874,peak2z_length,Western Mountains,4
p.pet_amj.previous,3.1790753882738256,peak2z_length,Western Mountains,4
swe.p_amj.previous,3.931273603572296,peak2z_length,Western Mountains,4
