mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config,metric,region_rf
2,850,6,mae,standard,40.03669937902842,5,0.485353585557629,Preprocessor1_Model076,annualnoflowdays,National
2,850,6,rmse,standard,56.24166195935505,5,0.7234273622584344,Preprocessor1_Model076,annualnoflowdays,National
2,850,6,rsq,standard,0.7495881342803475,5,0.006379849344589882,Preprocessor1_Model076,annualnoflowdays,National
2,1050,6,mae,standard,40.045374212461994,5,0.48273850897888276,Preprocessor1_Model077,annualnoflowdays,National
2,1050,6,rmse,standard,56.25828684078735,5,0.7050693415576973,Preprocessor1_Model077,annualnoflowdays,National
2,1050,6,rsq,standard,0.7493830962505438,5,0.006185460599147149,Preprocessor1_Model077,annualnoflowdays,National
2,1250,6,mae,standard,40.02390450505725,5,0.4866399339866649,Preprocessor1_Model078,annualnoflowdays,National
2,1250,6,rmse,standard,56.264832614471665,5,0.7168629330923413,Preprocessor1_Model078,annualnoflowdays,National
2,1250,6,rsq,standard,0.7493419825876056,5,0.00632372817477408,Preprocessor1_Model078,annualnoflowdays,National
2,1450,6,mae,standard,40.03351883130211,5,0.47218075461097253,Preprocessor1_Model079,annualnoflowdays,National
2,1450,6,rmse,standard,56.267364303360665,5,0.7087786872446905,Preprocessor1_Model079,annualnoflowdays,National
2,1450,6,rsq,standard,0.7494252575677819,5,0.0062580963538953985,Preprocessor1_Model079,annualnoflowdays,National
2,1650,6,mae,standard,40.03031815706373,5,0.486752113169248,Preprocessor1_Model080,annualnoflowdays,National
2,1650,6,rmse,standard,56.25456529617671,5,0.7339689889917734,Preprocessor1_Model080,annualnoflowdays,National
2,1650,6,rsq,standard,0.7495461559024624,5,0.006509917502744572,Preprocessor1_Model080,annualnoflowdays,National
3,250,6,mae,standard,39.79725790436746,5,0.44904283618659857,Preprocessor1_Model081,annualnoflowdays,National
3,250,6,rmse,standard,56.10192563644079,5,0.677922337128216,Preprocessor1_Model081,annualnoflowdays,National
3,250,6,rsq,standard,0.7498420437300366,5,0.005841494805817813,Preprocessor1_Model081,annualnoflowdays,National
3,450,6,mae,standard,39.70529437437769,5,0.43906831861589796,Preprocessor1_Model082,annualnoflowdays,National
3,450,6,rmse,standard,56.019184712756626,5,0.6515237522234851,Preprocessor1_Model082,annualnoflowdays,National
3,450,6,rsq,standard,0.7507655865610287,5,0.005622784139355735,Preprocessor1_Model082,annualnoflowdays,National
3,650,6,mae,standard,39.709343059672776,5,0.465184683357605,Preprocessor1_Model083,annualnoflowdays,National
3,650,6,rmse,standard,55.92857328279017,5,0.6737761447219484,Preprocessor1_Model083,annualnoflowdays,National
