predictor,boruta_decision,boruta_imp_median,metric,region_rf
T_max_c_cy,Confirmed,5.035566133799345,zeroflowfirst,North Great Plains
T_max_c_jas,Confirmed,5.090253901183341,zeroflowfirst,North Great Plains
T_max_c_ond,Confirmed,4.625437231452097,zeroflowfirst,North Great Plains
T_max_c_jfm,Confirmed,5.219122209392062,zeroflowfirst,North Great Plains
T_max_c_amj,Tentative,2.959585856891137,zeroflowfirst,North Great Plains
swe_mm_cy,Rejected,-Inf,zeroflowfirst,North Great Plains
swe_mm_jas,Rejected,-Inf,zeroflowfirst,North Great Plains
swe_mm_ond,Rejected,1.9845086608141966,zeroflowfirst,North Great Plains
swe_mm_jfm,Rejected,-Inf,zeroflowfirst,North Great Plains
swe_mm_amj,Rejected,-Inf,zeroflowfirst,North Great Plains
p.pet_cy,Tentative,2.360225495374274,zeroflowfirst,North Great Plains
swe.p_cy,Rejected,-Inf,zeroflowfirst,North Great Plains
p.pet_jfm,Tentative,2.675568289804374,zeroflowfirst,North Great Plains
swe.p_jfm,Rejected,0.40610961384929334,zeroflowfirst,North Great Plains
p.pet_amj,Rejected,-Inf,zeroflowfirst,North Great Plains
swe.p_amj,Rejected,-Inf,zeroflowfirst,North Great Plains
p.pet_jas,Tentative,2.4222688169407545,zeroflowfirst,North Great Plains
swe.p_jas,Rejected,-Inf,zeroflowfirst,North Great Plains
p.pet_ond,Confirmed,5.035823453494641,zeroflowfirst,North Great Plains
swe.p_ond,Tentative,2.5180320178149636,zeroflowfirst,North Great Plains
p_mm_cy.previous,Confirmed,5.469834817638796,zeroflowfirst,North Great Plains
p_mm_jas.previous,Confirmed,6.264456321131355,zeroflowfirst,North Great Plains
p_mm_ond.previous,Confirmed,4.312460164456589,zeroflowfirst,North Great Plains
p_mm_jfm.previous,Rejected,-Inf,zeroflowfirst,North Great Plains
p_mm_amj.previous,Tentative,2.3318475729694446,zeroflowfirst,North Great Plains
pet_mm_cy.previous,Confirmed,9.065746198046634,zeroflowfirst,North Great Plains
pet_mm_jas.previous,Confirmed,5.686833976786243,zeroflowfirst,North Great Plains
pet_mm_ond.previous,Confirmed,6.7259711095926615,zeroflowfirst,North Great Plains
pet_mm_jfm.previous,Confirmed,5.382687831962068,zeroflowfirst,North Great Plains
pet_mm_amj.previous,Confirmed,5.679731541815775,zeroflowfirst,North Great Plains
T_max_c_cy.previous,Confirmed,6.239930481687615,zeroflowfirst,North Great Plains
T_max_c_jas.previous,Confirmed,5.198454031865406,zeroflowfirst,North Great Plains
T_max_c_ond.previous,Confirmed,5.692639913984772,zeroflowfirst,North Great Plains
T_max_c_jfm.previous,Confirmed,3.422039130711572,zeroflowfirst,North Great Plains
T_max_c_amj.previous,Confirmed,4.838132253200829,zeroflowfirst,North Great Plains
swe_mm_cy.previous,Confirmed,4.011809985017447,zeroflowfirst,North Great Plains
swe_mm_jas.previous,Rejected,-Inf,zeroflowfirst,North Great Plains
swe_mm_ond.previous,Confirmed,3.5039467908642377,zeroflowfirst,North Great Plains
swe_mm_jfm.previous,Confirmed,3.2293958152731195,zeroflowfirst,North Great Plains
swe_mm_amj.previous,Rejected,-Inf,zeroflowfirst,North Great Plains
p.pet_cy.previous,Confirmed,8.537312585413485,zeroflowfirst,North Great Plains
swe.p_cy.previous,Tentative,2.1968832407447634,zeroflowfirst,North Great Plains
p.pet_jfm.previous,Confirmed,4.171889704883596,zeroflowfirst,North Great Plains
swe.p_jfm.previous,Rejected,-Inf,zeroflowfirst,North Great Plains
p.pet_amj.previous,Tentative,2.9911485026457987,zeroflowfirst,North Great Plains
swe.p_amj.previous,Rejected,-Inf,zeroflowfirst,North Great Plains
p.pet_jas.previous,Confirmed,6.998056882162035,zeroflowfirst,North Great Plains
swe.p_jas.previous,Rejected,-Inf,zeroflowfirst,North Great Plains
p.pet_ond.previous,Confirmed,6.202784907069954,zeroflowfirst,North Great Plains
swe.p_ond.previous,Rejected,-Inf,zeroflowfirst,North Great Plains
dams_n,Confirmed,9.158469928007843,zeroflowfirst,Mediterranean California
maxstorage_af,Confirmed,9.688807644003214,zeroflowfirst,Mediterranean California
normstorage_af,Confirmed,9.709308346225175,zeroflowfirst,Mediterranean California
majordams_n,Confirmed,9.215544339481571,zeroflowfirst,Mediterranean California
wuse_mm,Confirmed,8.583661839167966,zeroflowfirst,Mediterranean California
irrig_prc,Confirmed,8.432243691834415,zeroflowfirst,Mediterranean California
lulc_water_prc,Confirmed,8.632425203082049,zeroflowfirst,Mediterranean California
lulc_dev_prc,Confirmed,8.031652398153453,zeroflowfirst,Mediterranean California
lulc_wetland_prc,Confirmed,4.840057523467573,zeroflowfirst,Mediterranean California
lulc_forest_prc,Confirmed,8.264414120539374,zeroflowfirst,Mediterranean California
lulc_barren_prc,Confirmed,5.526692566285208,zeroflowfirst,Mediterranean California
lulc_grass_prc,Confirmed,9.403300790618735,zeroflowfirst,Mediterranean California
lulc_ag_prc,Confirmed,8.067628204105,zeroflowfirst,Mediterranean California
drain_sqkm,Confirmed,10.166230038117662,zeroflowfirst,Mediterranean California
elev_mean_m_basin,Confirmed,7.880971787504464,zeroflowfirst,Mediterranean California
slope_pct,Confirmed,8.81556620819242,zeroflowfirst,Mediterranean California
awcave,Confirmed,5.15609116287427,zeroflowfirst,Mediterranean California
permave,Confirmed,7.52200105305504,zeroflowfirst,Mediterranean California
topwet,Confirmed,7.7126832986428555,zeroflowfirst,Mediterranean California
depth_bedrock_m,Confirmed,9.140911498188489,zeroflowfirst,Mediterranean California
porosity,Confirmed,7.604294935358013,zeroflowfirst,Mediterranean California
storage_m,Confirmed,8.969558281122358,zeroflowfirst,Mediterranean California
clayave,Confirmed,9.294670186933507,zeroflowfirst,Mediterranean California
siltave,Confirmed,8.80460280603279,zeroflowfirst,Mediterranean California
sandave,Confirmed,7.271015007747306,zeroflowfirst,Mediterranean California
p_mm_cy,Tentative,2.1251570661202153,zeroflowfirst,Mediterranean California
p_mm_jas,Tentative,2.4304905665444485,zeroflowfirst,Mediterranean California
p_mm_ond,Rejected,-Inf,zeroflowfirst,Mediterranean California
p_mm_jfm,Rejected,-Inf,zeroflowfirst,Mediterranean California
p_mm_amj,Confirmed,3.439224467813236,zeroflowfirst,Mediterranean California
pet_mm_cy,Confirmed,4.651489510169958,zeroflowfirst,Mediterranean California
pet_mm_jas,Confirmed,3.379884631942795,zeroflowfirst,Mediterranean California
pet_mm_ond,Tentative,2.5959202011608666,zeroflowfirst,Mediterranean California
pet_mm_jfm,Confirmed,3.29522161976654,zeroflowfirst,Mediterranean California
pet_mm_amj,Confirmed,3.719592537767968,zeroflowfirst,Mediterranean California
T_max_c_cy,Confirmed,4.443151212926072,zeroflowfirst,Mediterranean California
T_max_c_jas,Confirmed,4.089766971303089,zeroflowfirst,Mediterranean California
T_max_c_ond,Tentative,2.7755350276536417,zeroflowfirst,Mediterranean California
T_max_c_jfm,Confirmed,4.07597828733136,zeroflowfirst,Mediterranean California
T_max_c_amj,Confirmed,4.5062116555253,zeroflowfirst,Mediterranean California
swe_mm_cy,Confirmed,3.873923357954934,zeroflowfirst,Mediterranean California
swe_mm_jas,Rejected,-Inf,zeroflowfirst,Mediterranean California
swe_mm_ond,Tentative,2.150347959783225,zeroflowfirst,Mediterranean California
swe_mm_jfm,Confirmed,3.9209735623457314,zeroflowfirst,Mediterranean California
swe_mm_amj,Tentative,2.3979844445064895,zeroflowfirst,Mediterranean California
p.pet_cy,Tentative,2.5453207221395653,zeroflowfirst,Mediterranean California
swe.p_cy,Confirmed,4.380741455796645,zeroflowfirst,Mediterranean California
p.pet_jfm,Rejected,-Inf,zeroflowfirst,Mediterranean California
swe.p_jfm,Confirmed,4.4337806450845205,zeroflowfirst,Mediterranean California
p.pet_amj,Confirmed,3.776394766813455,zeroflowfirst,Mediterranean California
swe.p_amj,Confirmed,3.1335761724849616,zeroflowfirst,Mediterranean California
p.pet_jas,Tentative,2.5277020735698654,zeroflowfirst,Mediterranean California
swe.p_jas,Rejected,1.9689051972537657,zeroflowfirst,Mediterranean California
p.pet_ond,Rejected,-Inf,zeroflowfirst,Mediterranean California
swe.p_ond,Tentative,2.716692313124133,zeroflowfirst,Mediterranean California
p_mm_cy.previous,Confirmed,10.660462493132707,zeroflowfirst,Mediterranean California
p_mm_jas.previous,Tentative,2.065731827047925,zeroflowfirst,Mediterranean California
p_mm_ond.previous,Confirmed,3.9222969924693643,zeroflowfirst,Mediterranean California
p_mm_jfm.previous,Confirmed,6.055822387739765,zeroflowfirst,Mediterranean California
p_mm_amj.previous,Confirmed,3.008681695149117,zeroflowfirst,Mediterranean California
pet_mm_cy.previous,Confirmed,5.8192369183838855,zeroflowfirst,Mediterranean California
pet_mm_jas.previous,Confirmed,3.6414461260013686,zeroflowfirst,Mediterranean California
pet_mm_ond.previous,Confirmed,5.416803925807542,zeroflowfirst,Mediterranean California
pet_mm_jfm.previous,Confirmed,8.080674634371343,zeroflowfirst,Mediterranean California
pet_mm_amj.previous,Confirmed,3.451543567713975,zeroflowfirst,Mediterranean California
T_max_c_cy.previous,Confirmed,5.314846607632652,zeroflowfirst,Mediterranean California
T_max_c_jas.previous,Confirmed,3.7084553058181027,zeroflowfirst,Mediterranean California
T_max_c_ond.previous,Confirmed,5.437775046492819,zeroflowfirst,Mediterranean California
T_max_c_jfm.previous,Confirmed,3.7656828232949597,zeroflowfirst,Mediterranean California
T_max_c_amj.previous,Confirmed,4.740078669324639,zeroflowfirst,Mediterranean California
swe_mm_cy.previous,Confirmed,4.521473133081617,zeroflowfirst,Mediterranean California
swe_mm_jas.previous,Rejected,-Inf,zeroflowfirst,Mediterranean California
swe_mm_ond.previous,Confirmed,3.0662207752113595,zeroflowfirst,Mediterranean California
swe_mm_jfm.previous,Confirmed,3.3863291754602436,zeroflowfirst,Mediterranean California
swe_mm_amj.previous,Tentative,2.7438059361451566,zeroflowfirst,Mediterranean California
p.pet_cy.previous,Confirmed,10.75680418710715,zeroflowfirst,Mediterranean California
swe.p_cy.previous,Confirmed,5.1187569899429635,zeroflowfirst,Mediterranean California
p.pet_jfm.previous,Confirmed,7.3710757723856,zeroflowfirst,Mediterranean California
swe.p_jfm.previous,Confirmed,4.587307610358596,zeroflowfirst,Mediterranean California
p.pet_amj.previous,Confirmed,3.250667674250255,zeroflowfirst,Mediterranean California
swe.p_amj.previous,Confirmed,3.154806202519538,zeroflowfirst,Mediterranean California
p.pet_jas.previous,Tentative,1.8883222678506233,zeroflowfirst,Mediterranean California
swe.p_jas.previous,Rejected,-Inf,zeroflowfirst,Mediterranean California
p.pet_ond.previous,Confirmed,4.6172017663493214,zeroflowfirst,Mediterranean California
swe.p_ond.previous,Tentative,2.768841191113294,zeroflowfirst,Mediterranean California
dams_n,Confirmed,8.47168882841682,zeroflowfirst,South Great Plains
maxstorage_af,Confirmed,9.823673185024155,zeroflowfirst,South Great Plains
normstorage_af,Confirmed,10.101865613688915,zeroflowfirst,South Great Plains
majordams_n,Confirmed,7.560815709104011,zeroflowfirst,South Great Plains
wuse_mm,Confirmed,9.824836559162307,zeroflowfirst,South Great Plains
irrig_prc,Confirmed,10.156131690264816,zeroflowfirst,South Great Plains
lulc_water_prc,Confirmed,8.838874488266974,zeroflowfirst,South Great Plains
lulc_dev_prc,Confirmed,9.393705459694333,zeroflowfirst,South Great Plains
lulc_wetland_prc,Confirmed,8.403444197738246,zeroflowfirst,South Great Plains
lulc_forest_prc,Confirmed,14.513169514424543,zeroflowfirst,South Great Plains
lulc_barren_prc,Confirmed,7.970266493383094,zeroflowfirst,South Great Plains
lulc_grass_prc,Confirmed,12.760531935909677,zeroflowfirst,South Great Plains
lulc_ag_prc,Confirmed,9.122903926022408,zeroflowfirst,South Great Plains
drain_sqkm,Confirmed,10.44288028378721,zeroflowfirst,South Great Plains
elev_mean_m_basin,Confirmed,11.728198590645281,zeroflowfirst,South Great Plains
slope_pct,Confirmed,16.07150846620801,zeroflowfirst,South Great Plains
awcave,Confirmed,9.570497787708895,zeroflowfirst,South Great Plains
permave,Confirmed,15.143820309159304,zeroflowfirst,South Great Plains
topwet,Confirmed,13.429075072131477,zeroflowfirst,South Great Plains
depth_bedrock_m,Confirmed,9.583739894176436,zeroflowfirst,South Great Plains
porosity,Confirmed,11.318241168302267,zeroflowfirst,South Great Plains
storage_m,Confirmed,10.204247132496324,zeroflowfirst,South Great Plains
clayave,Confirmed,11.16570879590591,zeroflowfirst,South Great Plains
siltave,Confirmed,10.266773769976936,zeroflowfirst,South Great Plains
sandave,Confirmed,11.132560439725738,zeroflowfirst,South Great Plains
p_mm_cy,Confirmed,6.045067627256602,zeroflowfirst,South Great Plains
p_mm_jas,Confirmed,4.818744880924065,zeroflowfirst,South Great Plains
p_mm_ond,Confirmed,6.162175644401399,zeroflowfirst,South Great Plains
p_mm_jfm,Confirmed,5.598039353027837,zeroflowfirst,South Great Plains
p_mm_amj,Confirmed,10.044158733916383,zeroflowfirst,South Great Plains
pet_mm_cy,Confirmed,7.4798026168426395,zeroflowfirst,South Great Plains
pet_mm_jas,Confirmed,5.460696956691253,zeroflowfirst,South Great Plains
pet_mm_ond,Confirmed,6.364189571644924,zeroflowfirst,South Great Plains
pet_mm_jfm,Confirmed,6.51627567049031,zeroflowfirst,South Great Plains
pet_mm_amj,Confirmed,10.331894511552592,zeroflowfirst,South Great Plains
T_max_c_cy,Confirmed,7.797348817853511,zeroflowfirst,South Great Plains
T_max_c_jas,Confirmed,6.52571995006689,zeroflowfirst,South Great Plains
T_max_c_ond,Confirmed,7.684179368927725,zeroflowfirst,South Great Plains
T_max_c_jfm,Confirmed,7.06788845710839,zeroflowfirst,South Great Plains
T_max_c_amj,Confirmed,10.693009344136858,zeroflowfirst,South Great Plains
swe_mm_cy,Confirmed,4.490819808574269,zeroflowfirst,South Great Plains
swe_mm_jas,Rejected,-Inf,zeroflowfirst,South Great Plains
swe_mm_ond,Confirmed,3.9188312851147797,zeroflowfirst,South Great Plains
swe_mm_jfm,Confirmed,4.023575854351962,zeroflowfirst,South Great Plains
swe_mm_amj,Rejected,-Inf,zeroflowfirst,South Great Plains
p.pet_cy,Confirmed,6.496833103588166,zeroflowfirst,South Great Plains
swe.p_cy,Confirmed,5.156221055760116,zeroflowfirst,South Great Plains
p.pet_jfm,Confirmed,6.030983286012314,zeroflowfirst,South Great Plains
swe.p_jfm,Confirmed,4.285028359880007,zeroflowfirst,South Great Plains
p.pet_amj,Confirmed,10.695777266556465,zeroflowfirst,South Great Plains
swe.p_amj,Rejected,-Inf,zeroflowfirst,South Great Plains
p.pet_jas,Confirmed,5.1509474382637395,zeroflowfirst,South Great Plains
swe.p_jas,Rejected,-Inf,zeroflowfirst,South Great Plains
p.pet_ond,Confirmed,5.954924708334859,zeroflowfirst,South Great Plains
swe.p_ond,Confirmed,4.659809517868262,zeroflowfirst,South Great Plains
p_mm_cy.previous,Confirmed,11.748777116259204,zeroflowfirst,South Great Plains
p_mm_jas.previous,Confirmed,5.361530416558825,zeroflowfirst,South Great Plains
p_mm_ond.previous,Confirmed,8.378411142391727,zeroflowfirst,South Great Plains
p_mm_jfm.previous,Confirmed,9.369511574284276,zeroflowfirst,South Great Plains
p_mm_amj.previous,Confirmed,6.690107890604542,zeroflowfirst,South Great Plains
pet_mm_cy.previous,Confirmed,10.666543038380482,zeroflowfirst,South Great Plains
pet_mm_jas.previous,Confirmed,7.253832836384636,zeroflowfirst,South Great Plains
pet_mm_ond.previous,Confirmed,7.521179154559649,zeroflowfirst,South Great Plains
pet_mm_jfm.previous,Confirmed,9.183814511576154,zeroflowfirst,South Great Plains
pet_mm_amj.previous,Confirmed,7.66719985529777,zeroflowfirst,South Great Plains
T_max_c_cy.previous,Confirmed,9.25811939441486,zeroflowfirst,South Great Plains
T_max_c_jas.previous,Confirmed,6.891316116556649,zeroflowfirst,South Great Plains
T_max_c_ond.previous,Confirmed,8.400308737087945,zeroflowfirst,South Great Plains
T_max_c_jfm.previous,Confirmed,9.15771779354432,zeroflowfirst,South Great Plains
T_max_c_amj.previous,Confirmed,8.0514465448655,zeroflowfirst,South Great Plains
swe_mm_cy.previous,Confirmed,5.078400161955939,zeroflowfirst,South Great Plains
swe_mm_jas.previous,Rejected,-Inf,zeroflowfirst,South Great Plains
swe_mm_ond.previous,Confirmed,3.9195582984423187,zeroflowfirst,South Great Plains
swe_mm_jfm.previous,Confirmed,6.051013102327075,zeroflowfirst,South Great Plains
swe_mm_amj.previous,Tentative,2.872966638292128,zeroflowfirst,South Great Plains
p.pet_cy.previous,Confirmed,13.944768354212457,zeroflowfirst,South Great Plains
swe.p_cy.previous,Confirmed,5.608085960996101,zeroflowfirst,South Great Plains
p.pet_jfm.previous,Confirmed,11.869895457011598,zeroflowfirst,South Great Plains
swe.p_jfm.previous,Confirmed,5.954909501978193,zeroflowfirst,South Great Plains
p.pet_amj.previous,Confirmed,7.002756834188527,zeroflowfirst,South Great Plains
swe.p_amj.previous,Tentative,2.8356977917596504,zeroflowfirst,South Great Plains
p.pet_jas.previous,Confirmed,6.371554298953083,zeroflowfirst,South Great Plains
swe.p_jas.previous,Rejected,-Inf,zeroflowfirst,South Great Plains
p.pet_ond.previous,Confirmed,8.941021493784644,zeroflowfirst,South Great Plains
swe.p_ond.previous,Confirmed,5.1451806464262715,zeroflowfirst,South Great Plains
dams_n,Confirmed,6.1072778411205215,zeroflowfirst,Western Desert
maxstorage_af,Confirmed,5.536694261768983,zeroflowfirst,Western Desert
normstorage_af,Confirmed,5.031897090755672,zeroflowfirst,Western Desert
majordams_n,Confirmed,4.77048009644925,zeroflowfirst,Western Desert
wuse_mm,Confirmed,7.085499698478991,zeroflowfirst,Western Desert
irrig_prc,Confirmed,7.798873221206535,zeroflowfirst,Western Desert
lulc_water_prc,Confirmed,6.42946335817059,zeroflowfirst,Western Desert
lulc_dev_prc,Confirmed,4.33718157260597,zeroflowfirst,Western Desert
lulc_wetland_prc,Confirmed,4.201230592162667,zeroflowfirst,Western Desert
lulc_forest_prc,Confirmed,9.685579016546585,zeroflowfirst,Western Desert
lulc_barren_prc,Confirmed,5.281445203628739,zeroflowfirst,Western Desert
lulc_grass_prc,Confirmed,6.9952077185266885,zeroflowfirst,Western Desert
lulc_ag_prc,Tentative,3.2482283504874534,zeroflowfirst,Western Desert
drain_sqkm,Confirmed,8.806713608447204,zeroflowfirst,Western Desert
elev_mean_m_basin,Confirmed,8.134606145369116,zeroflowfirst,Western Desert
slope_pct,Confirmed,7.700851542807247,zeroflowfirst,Western Desert
awcave,Confirmed,6.414768861968822,zeroflowfirst,Western Desert
permave,Confirmed,10.154767517426807,zeroflowfirst,Western Desert
topwet,Confirmed,6.738269896838571,zeroflowfirst,Western Desert
depth_bedrock_m,Confirmed,7.8727752394585,zeroflowfirst,Western Desert
porosity,Confirmed,11.106480275855848,zeroflowfirst,Western Desert
storage_m,Confirmed,8.967124922004249,zeroflowfirst,Western Desert
clayave,Confirmed,7.815872704060855,zeroflowfirst,Western Desert
siltave,Confirmed,6.159734937250339,zeroflowfirst,Western Desert
sandave,Confirmed,8.687732714005385,zeroflowfirst,Western Desert
p_mm_cy,Tentative,3.0682028281365468,zeroflowfirst,Western Desert
p_mm_jas,Confirmed,5.957132901811397,zeroflowfirst,Western Desert
p_mm_ond,Tentative,2.45834462458331,zeroflowfirst,Western Desert
p_mm_jfm,Confirmed,4.935857446017265,zeroflowfirst,Western Desert
p_mm_amj,Confirmed,3.2463255774582795,zeroflowfirst,Western Desert
pet_mm_cy,Confirmed,4.377687322177649,zeroflowfirst,Western Desert
pet_mm_jas,Confirmed,4.44777548689464,zeroflowfirst,Western Desert
pet_mm_ond,Confirmed,4.339553316688122,zeroflowfirst,Western Desert
pet_mm_jfm,Confirmed,3.4144266251781157,zeroflowfirst,Western Desert
pet_mm_amj,Confirmed,5.732660239340598,zeroflowfirst,Western Desert
T_max_c_cy,Confirmed,6.068931742868395,zeroflowfirst,Western Desert
T_max_c_jas,Confirmed,4.884146667022979,zeroflowfirst,Western Desert
T_max_c_ond,Confirmed,5.998537245559481,zeroflowfirst,Western Desert
T_max_c_jfm,Confirmed,3.7395272032623974,zeroflowfirst,Western Desert
T_max_c_amj,Confirmed,6.832921999988585,zeroflowfirst,Western Desert
swe_mm_cy,Confirmed,3.8182662061808323,zeroflowfirst,Western Desert
swe_mm_jas,Rejected,-Inf,zeroflowfirst,Western Desert
swe_mm_ond,Tentative,2.6189227120458547,zeroflowfirst,Western Desert
swe_mm_jfm,Confirmed,3.524831987442132,zeroflowfirst,Western Desert
swe_mm_amj,Confirmed,5.2309490794247955,zeroflowfirst,Western Desert
p.pet_cy,Tentative,3.2704683738066995,zeroflowfirst,Western Desert
swe.p_cy,Confirmed,4.041084402810523,zeroflowfirst,Western Desert
p.pet_jfm,Confirmed,4.934590082006605,zeroflowfirst,Western Desert
swe.p_jfm,Tentative,2.917703950940687,zeroflowfirst,Western Desert
p.pet_amj,Confirmed,3.5295349728948295,zeroflowfirst,Western Desert
swe.p_amj,Confirmed,5.188642827932174,zeroflowfirst,Western Desert
p.pet_jas,Confirmed,5.851324752360705,zeroflowfirst,Western Desert
swe.p_jas,Rejected,-Inf,zeroflowfirst,Western Desert
p.pet_ond,Confirmed,4.115043063842817,zeroflowfirst,Western Desert
swe.p_ond,Tentative,2.449340794937947,zeroflowfirst,Western Desert
p_mm_cy.previous,Confirmed,5.58732993341696,zeroflowfirst,Western Desert
p_mm_jas.previous,Confirmed,5.565071921224372,zeroflowfirst,Western Desert
p_mm_ond.previous,Rejected,-Inf,zeroflowfirst,Western Desert
p_mm_jfm.previous,Confirmed,4.978607637604272,zeroflowfirst,Western Desert
p_mm_amj.previous,Rejected,-Inf,zeroflowfirst,Western Desert
pet_mm_cy.previous,Confirmed,4.930400808510255,zeroflowfirst,Western Desert
pet_mm_jas.previous,Confirmed,5.0034541538029975,zeroflowfirst,Western Desert
pet_mm_ond.previous,Confirmed,4.156118619776877,zeroflowfirst,Western Desert
pet_mm_jfm.previous,Confirmed,6.210686797503628,zeroflowfirst,Western Desert
pet_mm_amj.previous,Confirmed,4.901502844344298,zeroflowfirst,Western Desert
T_max_c_cy.previous,Confirmed,6.065988609812544,zeroflowfirst,Western Desert
T_max_c_jas.previous,Confirmed,4.5247086003887285,zeroflowfirst,Western Desert
T_max_c_ond.previous,Confirmed,4.734831351898225,zeroflowfirst,Western Desert
T_max_c_jfm.previous,Confirmed,4.173238600791933,zeroflowfirst,Western Desert
T_max_c_amj.previous,Confirmed,5.534035507258668,zeroflowfirst,Western Desert
swe_mm_cy.previous,Confirmed,3.902462858630882,zeroflowfirst,Western Desert
swe_mm_jas.previous,Rejected,-Inf,zeroflowfirst,Western Desert
swe_mm_ond.previous,Tentative,2.5120888012511053,zeroflowfirst,Western Desert
swe_mm_jfm.previous,Tentative,3.1438152179809635,zeroflowfirst,Western Desert
swe_mm_amj.previous,Confirmed,5.037113199565279,zeroflowfirst,Western Desert
p.pet_cy.previous,Confirmed,4.977797785316845,zeroflowfirst,Western Desert
swe.p_cy.previous,Confirmed,4.69513341614169,zeroflowfirst,Western Desert
p.pet_jfm.previous,Confirmed,5.651536958805239,zeroflowfirst,Western Desert
swe.p_jfm.previous,Tentative,3.260960343713425,zeroflowfirst,Western Desert
p.pet_amj.previous,Tentative,2.4193913312262483,zeroflowfirst,Western Desert
swe.p_amj.previous,Confirmed,4.970433254358525,zeroflowfirst,Western Desert
p.pet_jas.previous,Confirmed,5.034865053929619,zeroflowfirst,Western Desert
swe.p_jas.previous,Rejected,-Inf,zeroflowfirst,Western Desert
p.pet_ond.previous,Rejected,-Inf,zeroflowfirst,Western Desert
swe.p_ond.previous,Tentative,3.109322517240555,zeroflowfirst,Western Desert
dams_n,Confirmed,6.348175209723519,zeroflowfirst,Eastern Forests
maxstorage_af,Confirmed,5.932473867167253,zeroflowfirst,Eastern Forests
normstorage_af,Confirmed,6.453003115637769,zeroflowfirst,Eastern Forests
majordams_n,Confirmed,6.007151470225136,zeroflowfirst,Eastern Forests
wuse_mm,Confirmed,5.02214773470039,zeroflowfirst,Eastern Forests
irrig_prc,Confirmed,3.388531594762837,zeroflowfirst,Eastern Forests
lulc_water_prc,Confirmed,7.843914975988319,zeroflowfirst,Eastern Forests
lulc_dev_prc,Confirmed,6.47440537920511,zeroflowfirst,Eastern Forests
lulc_wetland_prc,Confirmed,5.513486399292565,zeroflowfirst,Eastern Forests
lulc_forest_prc,Confirmed,5.585597115968315,zeroflowfirst,Eastern Forests
lulc_barren_prc,Confirmed,4.225966183879693,zeroflowfirst,Eastern Forests
lulc_grass_prc,Confirmed,4.38476735567385,zeroflowfirst,Eastern Forests
lulc_ag_prc,Confirmed,6.766163198497913,zeroflowfirst,Eastern Forests
drain_sqkm,Confirmed,6.992676809185226,zeroflowfirst,Eastern Forests
elev_mean_m_basin,Confirmed,7.121521577330547,zeroflowfirst,Eastern Forests
slope_pct,Confirmed,5.410716813957354,zeroflowfirst,Eastern Forests
awcave,Confirmed,5.114817173529439,zeroflowfirst,Eastern Forests
permave,Confirmed,7.43750988784019,zeroflowfirst,Eastern Forests
topwet,Confirmed,3.92880825694677,zeroflowfirst,Eastern Forests
depth_bedrock_m,Confirmed,5.845788202489749,zeroflowfirst,Eastern Forests
porosity,Confirmed,4.8970282538342484,zeroflowfirst,Eastern Forests
storage_m,Confirmed,5.331768100602125,zeroflowfirst,Eastern Forests
clayave,Confirmed,9.414735301042251,zeroflowfirst,Eastern Forests
siltave,Confirmed,7.768121085945788,zeroflowfirst,Eastern Forests
sandave,Confirmed,8.710787486309853,zeroflowfirst,Eastern Forests
p_mm_cy,Confirmed,6.714867573203971,zeroflowfirst,Eastern Forests
p_mm_jas,Confirmed,8.37875300254333,zeroflowfirst,Eastern Forests
p_mm_ond,Tentative,3.1175006860215033,zeroflowfirst,Eastern Forests
p_mm_jfm,Tentative,2.409433596225985,zeroflowfirst,Eastern Forests
p_mm_amj,Confirmed,13.329250688774021,zeroflowfirst,Eastern Forests
pet_mm_cy,Confirmed,5.9666193039804565,zeroflowfirst,Eastern Forests
pet_mm_jas,Confirmed,5.839981414330043,zeroflowfirst,Eastern Forests
pet_mm_ond,Confirmed,5.436854982224014,zeroflowfirst,Eastern Forests
pet_mm_jfm,Confirmed,4.074299032964028,zeroflowfirst,Eastern Forests
pet_mm_amj,Confirmed,10.707649497326592,zeroflowfirst,Eastern Forests
T_max_c_cy,Confirmed,5.353024430603108,zeroflowfirst,Eastern Forests
T_max_c_jas,Confirmed,5.798973115786788,zeroflowfirst,Eastern Forests
T_max_c_ond,Confirmed,6.323627759860164,zeroflowfirst,Eastern Forests
T_max_c_jfm,Confirmed,4.415489477305026,zeroflowfirst,Eastern Forests
T_max_c_amj,Confirmed,8.165873111422709,zeroflowfirst,Eastern Forests
swe_mm_cy,Tentative,2.7360392578915964,zeroflowfirst,Eastern Forests
swe_mm_jas,Rejected,-Inf,zeroflowfirst,Eastern Forests
swe_mm_ond,Rejected,-Inf,zeroflowfirst,Eastern Forests
swe_mm_jfm,Rejected,-Inf,zeroflowfirst,Eastern Forests
swe_mm_amj,Rejected,-Inf,zeroflowfirst,Eastern Forests
p.pet_cy,Confirmed,5.598330870359108,zeroflowfirst,Eastern Forests
swe.p_cy,Confirmed,3.403145843809295,zeroflowfirst,Eastern Forests
p.pet_jfm,Confirmed,3.5885947179813926,zeroflowfirst,Eastern Forests
swe.p_jfm,Tentative,3.156503424553927,zeroflowfirst,Eastern Forests
p.pet_amj,Confirmed,13.825406658620018,zeroflowfirst,Eastern Forests
swe.p_amj,Rejected,-Inf,zeroflowfirst,Eastern Forests
p.pet_jas,Confirmed,8.060713873626586,zeroflowfirst,Eastern Forests
swe.p_jas,Rejected,-Inf,zeroflowfirst,Eastern Forests
