predictor,boruta_decision,boruta_imp_median,metric,region_rf
lulc_barren_prc,Confirmed,6.523244378127778,peak2z_length,South Great Plains
lulc_grass_prc,Confirmed,8.099800867710677,peak2z_length,South Great Plains
lulc_ag_prc,Confirmed,7.2135271957531195,peak2z_length,South Great Plains
drain_sqkm,Confirmed,9.873445465590478,peak2z_length,South Great Plains
elev_mean_m_basin,Confirmed,7.907328155754841,peak2z_length,South Great Plains
slope_pct,Confirmed,12.897540629522737,peak2z_length,South Great Plains
awcave,Confirmed,7.231448436336737,peak2z_length,South Great Plains
permave,Confirmed,7.118822552428946,peak2z_length,South Great Plains
topwet,Confirmed,8.670814115520825,peak2z_length,South Great Plains
depth_bedrock_m,Confirmed,8.882229794548229,peak2z_length,South Great Plains
porosity,Confirmed,9.393832123226607,peak2z_length,South Great Plains
storage_m,Confirmed,9.221117731525698,peak2z_length,South Great Plains
clayave,Confirmed,8.009820503173733,peak2z_length,South Great Plains
siltave,Confirmed,8.487895319699428,peak2z_length,South Great Plains
sandave,Confirmed,7.064761591334488,peak2z_length,South Great Plains
p_mm_cy,Confirmed,4.235395794392198,peak2z_length,South Great Plains
p_mm_jas,Rejected,-Inf,peak2z_length,South Great Plains
p_mm_ond,Confirmed,3.6809639189940304,peak2z_length,South Great Plains
p_mm_jfm,Confirmed,3.358372234317853,peak2z_length,South Great Plains
p_mm_amj,Confirmed,5.212911190990522,peak2z_length,South Great Plains
pet_mm_cy,Confirmed,4.781890656142097,peak2z_length,South Great Plains
pet_mm_jas,Confirmed,3.7241947742420463,peak2z_length,South Great Plains
pet_mm_ond,Confirmed,3.717784760311736,peak2z_length,South Great Plains
pet_mm_jfm,Confirmed,3.8261400165880057,peak2z_length,South Great Plains
pet_mm_amj,Confirmed,4.5332455908495906,peak2z_length,South Great Plains
T_max_c_cy,Confirmed,3.856554718602325,peak2z_length,South Great Plains
T_max_c_jas,Confirmed,3.867872827418162,peak2z_length,South Great Plains
T_max_c_ond,Confirmed,3.5613705242378946,peak2z_length,South Great Plains
T_max_c_jfm,Confirmed,4.387291015002065,peak2z_length,South Great Plains
T_max_c_amj,Confirmed,3.5552739595006986,peak2z_length,South Great Plains
swe_mm_cy,Tentative,2.843094069464681,peak2z_length,South Great Plains
swe_mm_jas,Rejected,-Inf,peak2z_length,South Great Plains
swe_mm_ond,Tentative,2.2803280429811483,peak2z_length,South Great Plains
swe_mm_jfm,Tentative,2.7170894709178524,peak2z_length,South Great Plains
swe_mm_amj,Rejected,1.3984888894931635,peak2z_length,South Great Plains
p.pet_cy,Confirmed,4.028222605581628,peak2z_length,South Great Plains
swe.p_cy,Confirmed,2.9723887813048595,peak2z_length,South Great Plains
p.pet_jfm,Confirmed,3.8483105504615716,peak2z_length,South Great Plains
swe.p_jfm,Confirmed,3.1713647151912796,peak2z_length,South Great Plains
p.pet_amj,Confirmed,4.995860560637888,peak2z_length,South Great Plains
swe.p_amj,Rejected,-Inf,peak2z_length,South Great Plains
p.pet_jas,Rejected,-Inf,peak2z_length,South Great Plains
swe.p_jas,Rejected,-Inf,peak2z_length,South Great Plains
p.pet_ond,Confirmed,3.327528676325711,peak2z_length,South Great Plains
swe.p_ond,Tentative,2.863462118628118,peak2z_length,South Great Plains
p_mm_cy.previous,Confirmed,4.267531872716638,peak2z_length,South Great Plains
p_mm_jas.previous,Rejected,1.9946276241807719,peak2z_length,South Great Plains
p_mm_ond.previous,Confirmed,2.930206971432556,peak2z_length,South Great Plains
p_mm_jfm.previous,Confirmed,4.621100164199009,peak2z_length,South Great Plains
p_mm_amj.previous,Confirmed,3.413231232363955,peak2z_length,South Great Plains
pet_mm_cy.previous,Confirmed,5.631595892309878,peak2z_length,South Great Plains
pet_mm_jas.previous,Confirmed,4.120335646941926,peak2z_length,South Great Plains
pet_mm_ond.previous,Confirmed,4.581405290319232,peak2z_length,South Great Plains
pet_mm_jfm.previous,Confirmed,4.258666518659032,peak2z_length,South Great Plains
pet_mm_amj.previous,Confirmed,3.648920814272863,peak2z_length,South Great Plains
T_max_c_cy.previous,Confirmed,3.934923035933954,peak2z_length,South Great Plains
T_max_c_jas.previous,Confirmed,3.750734290215736,peak2z_length,South Great Plains
T_max_c_ond.previous,Confirmed,4.445311076864809,peak2z_length,South Great Plains
T_max_c_jfm.previous,Confirmed,3.7521673700918603,peak2z_length,South Great Plains
T_max_c_amj.previous,Confirmed,4.141700893309037,peak2z_length,South Great Plains
swe_mm_cy.previous,Tentative,2.9083688881966023,peak2z_length,South Great Plains
swe_mm_jas.previous,Rejected,-Inf,peak2z_length,South Great Plains
swe_mm_ond.previous,Tentative,2.2865028547382207,peak2z_length,South Great Plains
swe_mm_jfm.previous,Tentative,2.7687381375753803,peak2z_length,South Great Plains
swe_mm_amj.previous,Tentative,2.761558168285707,peak2z_length,South Great Plains
p.pet_cy.previous,Confirmed,4.783095093972095,peak2z_length,South Great Plains
swe.p_cy.previous,Tentative,2.9787812632769692,peak2z_length,South Great Plains
p.pet_jfm.previous,Confirmed,3.9722070159839267,peak2z_length,South Great Plains
swe.p_jfm.previous,Tentative,2.735890153153896,peak2z_length,South Great Plains
p.pet_amj.previous,Confirmed,3.4003659557727826,peak2z_length,South Great Plains
swe.p_amj.previous,Confirmed,2.8049526552184396,peak2z_length,South Great Plains
p.pet_jas.previous,Tentative,2.6441509904513327,peak2z_length,South Great Plains
swe.p_jas.previous,Rejected,-Inf,peak2z_length,South Great Plains
p.pet_ond.previous,Tentative,2.775544672458788,peak2z_length,South Great Plains
swe.p_ond.previous,Confirmed,3.8146646287647354,peak2z_length,South Great Plains
dams_n,Confirmed,7.443003502714156,peak2z_length,Western Desert
maxstorage_af,Confirmed,5.0106074256655155,peak2z_length,Western Desert
normstorage_af,Confirmed,4.990698994939469,peak2z_length,Western Desert
majordams_n,Confirmed,6.452170733770491,peak2z_length,Western Desert
wuse_mm,Confirmed,5.5223535325852335,peak2z_length,Western Desert
irrig_prc,Confirmed,6.327290622876016,peak2z_length,Western Desert
lulc_water_prc,Confirmed,3.4104145100728194,peak2z_length,Western Desert
lulc_dev_prc,Tentative,2.489072700431415,peak2z_length,Western Desert
lulc_wetland_prc,Confirmed,7.384361649502985,peak2z_length,Western Desert
lulc_forest_prc,Confirmed,6.3072591525563775,peak2z_length,Western Desert
lulc_barren_prc,Confirmed,3.0272554486427152,peak2z_length,Western Desert
lulc_grass_prc,Confirmed,8.024812919613982,peak2z_length,Western Desert
lulc_ag_prc,Confirmed,5.089649140886597,peak2z_length,Western Desert
drain_sqkm,Confirmed,3.9282922077030227,peak2z_length,Western Desert
elev_mean_m_basin,Confirmed,4.208902034239137,peak2z_length,Western Desert
slope_pct,Confirmed,6.25226371626186,peak2z_length,Western Desert
awcave,Confirmed,5.559376731702723,peak2z_length,Western Desert
permave,Confirmed,5.614893400307948,peak2z_length,Western Desert
topwet,Confirmed,4.908430102475948,peak2z_length,Western Desert
depth_bedrock_m,Confirmed,4.201676083207654,peak2z_length,Western Desert
porosity,Confirmed,3.9328415737930804,peak2z_length,Western Desert
storage_m,Confirmed,4.070585466863768,peak2z_length,Western Desert
clayave,Confirmed,5.065687710241161,peak2z_length,Western Desert
siltave,Confirmed,4.960461400371054,peak2z_length,Western Desert
sandave,Confirmed,5.683509983418285,peak2z_length,Western Desert
p_mm_cy,Tentative,2.6379101024332026,peak2z_length,Western Desert
p_mm_jas,Tentative,2.4000913729217968,peak2z_length,Western Desert
p_mm_ond,Tentative,2.258579510732314,peak2z_length,Western Desert
p_mm_jfm,Rejected,-Inf,peak2z_length,Western Desert
p_mm_amj,Rejected,-Inf,peak2z_length,Western Desert
pet_mm_cy,Confirmed,3.106956459956534,peak2z_length,Western Desert
pet_mm_jas,Rejected,-Inf,peak2z_length,Western Desert
pet_mm_ond,Tentative,2.692756966827202,peak2z_length,Western Desert
pet_mm_jfm,Confirmed,3.5308147850945693,peak2z_length,Western Desert
pet_mm_amj,Confirmed,3.0518514064611186,peak2z_length,Western Desert
T_max_c_cy,Confirmed,5.589444086761991,peak2z_length,Western Desert
T_max_c_jas,Tentative,2.731146320587609,peak2z_length,Western Desert
T_max_c_ond,Confirmed,3.0029215788119514,peak2z_length,Western Desert
T_max_c_jfm,Confirmed,4.4841120955677445,peak2z_length,Western Desert
T_max_c_amj,Confirmed,4.833355761092479,peak2z_length,Western Desert
swe_mm_cy,Confirmed,3.8236341046871782,peak2z_length,Western Desert
swe_mm_jas,Rejected,-Inf,peak2z_length,Western Desert
swe_mm_ond,Tentative,2.9017102391098786,peak2z_length,Western Desert
swe_mm_jfm,Confirmed,3.0433859471383706,peak2z_length,Western Desert
swe_mm_amj,Confirmed,4.075912054122295,peak2z_length,Western Desert
p.pet_cy,Tentative,2.637567645158278,peak2z_length,Western Desert
swe.p_cy,Confirmed,3.3220577381206025,peak2z_length,Western Desert
p.pet_jfm,Rejected,-Inf,peak2z_length,Western Desert
swe.p_jfm,Rejected,-Inf,peak2z_length,Western Desert
p.pet_amj,Rejected,-Inf,peak2z_length,Western Desert
swe.p_amj,Confirmed,3.058576722425218,peak2z_length,Western Desert
p.pet_jas,Tentative,2.293590200878723,peak2z_length,Western Desert
swe.p_jas,Rejected,2.1210497586775685,peak2z_length,Western Desert
p.pet_ond,Rejected,-Inf,peak2z_length,Western Desert
swe.p_ond,Tentative,2.8432237382521266,peak2z_length,Western Desert
p_mm_cy.previous,Confirmed,2.9962281496681706,peak2z_length,Western Desert
p_mm_jas.previous,Confirmed,4.145346163230321,peak2z_length,Western Desert
p_mm_ond.previous,Rejected,-Inf,peak2z_length,Western Desert
p_mm_jfm.previous,Rejected,1.3903589542293802,peak2z_length,Western Desert
p_mm_amj.previous,Rejected,-Inf,peak2z_length,Western Desert
pet_mm_cy.previous,Confirmed,3.2851615276410038,peak2z_length,Western Desert
pet_mm_jas.previous,Confirmed,3.0789121011634704,peak2z_length,Western Desert
pet_mm_ond.previous,Confirmed,6.136089603987193,peak2z_length,Western Desert
pet_mm_jfm.previous,Confirmed,2.9226846925694283,peak2z_length,Western Desert
pet_mm_amj.previous,Confirmed,3.1222144957413738,peak2z_length,Western Desert
T_max_c_cy.previous,Confirmed,5.94287650943781,peak2z_length,Western Desert
T_max_c_jas.previous,Tentative,2.7634018006176975,peak2z_length,Western Desert
T_max_c_ond.previous,Confirmed,3.9043910211496793,peak2z_length,Western Desert
T_max_c_jfm.previous,Confirmed,4.378764704887331,peak2z_length,Western Desert
T_max_c_amj.previous,Confirmed,4.983650457250714,peak2z_length,Western Desert
swe_mm_cy.previous,Confirmed,3.922040696611498,peak2z_length,Western Desert
swe_mm_jas.previous,Rejected,1.591046318931792,peak2z_length,Western Desert
swe_mm_ond.previous,Tentative,2.7557140323316536,peak2z_length,Western Desert
swe_mm_jfm.previous,Confirmed,2.8854818614434494,peak2z_length,Western Desert
swe_mm_amj.previous,Confirmed,5.194935818566206,peak2z_length,Western Desert
p.pet_cy.previous,Confirmed,3.744059974072934,peak2z_length,Western Desert
swe.p_cy.previous,Confirmed,4.4053223399787464,peak2z_length,Western Desert
p.pet_jfm.previous,Tentative,2.2012963325396386,peak2z_length,Western Desert
swe.p_jfm.previous,Rejected,1.6654056851425476,peak2z_length,Western Desert
p.pet_amj.previous,Rejected,0.9367625278350121,peak2z_length,Western Desert
swe.p_amj.previous,Tentative,2.781287550345935,peak2z_length,Western Desert
p.pet_jas.previous,Confirmed,4.352716587868559,peak2z_length,Western Desert
swe.p_jas.previous,Tentative,2.3712880260411446,peak2z_length,Western Desert
p.pet_ond.previous,Rejected,-Inf,peak2z_length,Western Desert
swe.p_ond.previous,Tentative,2.2074798363135324,peak2z_length,Western Desert
dams_n,Confirmed,6.511989262983044,peak2z_length,Eastern Forests
maxstorage_af,Confirmed,7.901208111206217,peak2z_length,Eastern Forests
normstorage_af,Confirmed,8.458986763148886,peak2z_length,Eastern Forests
majordams_n,Confirmed,6.673826562687212,peak2z_length,Eastern Forests
wuse_mm,Confirmed,9.201297735803587,peak2z_length,Eastern Forests
irrig_prc,Confirmed,6.955279306743836,peak2z_length,Eastern Forests
lulc_water_prc,Confirmed,7.386181081705223,peak2z_length,Eastern Forests
lulc_dev_prc,Confirmed,9.441949148909899,peak2z_length,Eastern Forests
lulc_wetland_prc,Confirmed,5.975987430455061,peak2z_length,Eastern Forests
lulc_forest_prc,Confirmed,5.20017682009266,peak2z_length,Eastern Forests
lulc_barren_prc,Confirmed,6.006118956778728,peak2z_length,Eastern Forests
lulc_grass_prc,Confirmed,6.328625884314749,peak2z_length,Eastern Forests
lulc_ag_prc,Confirmed,7.027970240698908,peak2z_length,Eastern Forests
drain_sqkm,Confirmed,13.857556325094842,peak2z_length,Eastern Forests
elev_mean_m_basin,Confirmed,6.684742451443735,peak2z_length,Eastern Forests
slope_pct,Confirmed,6.527174387754078,peak2z_length,Eastern Forests
awcave,Confirmed,4.633272943229758,peak2z_length,Eastern Forests
permave,Confirmed,4.354069516959819,peak2z_length,Eastern Forests
topwet,Confirmed,8.013545465963261,peak2z_length,Eastern Forests
depth_bedrock_m,Confirmed,8.498620152528654,peak2z_length,Eastern Forests
porosity,Confirmed,6.590654778037013,peak2z_length,Eastern Forests
storage_m,Confirmed,7.458469199251162,peak2z_length,Eastern Forests
clayave,Confirmed,4.960200392641639,peak2z_length,Eastern Forests
siltave,Confirmed,5.611872420333686,peak2z_length,Eastern Forests
sandave,Confirmed,4.356766811222336,peak2z_length,Eastern Forests
p_mm_cy,Confirmed,4.094830035310817,peak2z_length,Eastern Forests
p_mm_jas,Confirmed,3.703967604545843,peak2z_length,Eastern Forests
p_mm_ond,Tentative,2.2603022605975993,peak2z_length,Eastern Forests
p_mm_jfm,Tentative,2.26344305018512,peak2z_length,Eastern Forests
p_mm_amj,Rejected,-Inf,peak2z_length,Eastern Forests
pet_mm_cy,Confirmed,5.106986056902965,peak2z_length,Eastern Forests
pet_mm_jas,Confirmed,4.012571278134792,peak2z_length,Eastern Forests
pet_mm_ond,Confirmed,4.853746731040192,peak2z_length,Eastern Forests
pet_mm_jfm,Confirmed,4.477936303860417,peak2z_length,Eastern Forests
pet_mm_amj,Confirmed,4.579572535799552,peak2z_length,Eastern Forests
T_max_c_cy,Confirmed,5.435164395990675,peak2z_length,Eastern Forests
T_max_c_jas,Confirmed,4.871000803864403,peak2z_length,Eastern Forests
T_max_c_ond,Confirmed,5.202655346181321,peak2z_length,Eastern Forests
T_max_c_jfm,Confirmed,4.613504956704472,peak2z_length,Eastern Forests
T_max_c_amj,Confirmed,4.495752995865653,peak2z_length,Eastern Forests
swe_mm_cy,Tentative,2.6462262907394485,peak2z_length,Eastern Forests
swe_mm_jas,Rejected,-Inf,peak2z_length,Eastern Forests
swe_mm_ond,Rejected,-Inf,peak2z_length,Eastern Forests
swe_mm_jfm,Tentative,2.606402638056727,peak2z_length,Eastern Forests
swe_mm_amj,Rejected,-Inf,peak2z_length,Eastern Forests
p.pet_cy,Confirmed,4.314829620668993,peak2z_length,Eastern Forests
swe.p_cy,Tentative,2.65679704864993,peak2z_length,Eastern Forests
p.pet_jfm,Confirmed,3.651012555984241,peak2z_length,Eastern Forests
swe.p_jfm,Tentative,2.651596775151147,peak2z_length,Eastern Forests
p.pet_amj,Confirmed,3.2896194351579515,peak2z_length,Eastern Forests
swe.p_amj,Rejected,-Inf,peak2z_length,Eastern Forests
p.pet_jas,Confirmed,3.959703073829636,peak2z_length,Eastern Forests
swe.p_jas,Rejected,-Inf,peak2z_length,Eastern Forests
p.pet_ond,Confirmed,3.176619363516894,peak2z_length,Eastern Forests
swe.p_ond,Tentative,2.3050524176971545,peak2z_length,Eastern Forests
p_mm_cy.previous,Confirmed,4.02073840490628,peak2z_length,Eastern Forests
p_mm_jas.previous,Confirmed,5.058054502321548,peak2z_length,Eastern Forests
p_mm_ond.previous,Rejected,1.0243651473156243,peak2z_length,Eastern Forests
p_mm_jfm.previous,Rejected,0.025473068334299364,peak2z_length,Eastern Forests
p_mm_amj.previous,Rejected,-Inf,peak2z_length,Eastern Forests
pet_mm_cy.previous,Confirmed,4.027536419038918,peak2z_length,Eastern Forests
pet_mm_jas.previous,Confirmed,4.01785337954993,peak2z_length,Eastern Forests
pet_mm_ond.previous,Confirmed,3.4780179564655875,peak2z_length,Eastern Forests
pet_mm_jfm.previous,Confirmed,4.928248063197092,peak2z_length,Eastern Forests
pet_mm_amj.previous,Tentative,2.9913214793809035,peak2z_length,Eastern Forests
T_max_c_cy.previous,Confirmed,5.015671821741865,peak2z_length,Eastern Forests
T_max_c_jas.previous,Confirmed,5.338011711254236,peak2z_length,Eastern Forests
T_max_c_ond.previous,Confirmed,4.5331066491239556,peak2z_length,Eastern Forests
T_max_c_jfm.previous,Confirmed,4.885409253783466,peak2z_length,Eastern Forests
T_max_c_amj.previous,Confirmed,3.7677490850047772,peak2z_length,Eastern Forests
swe_mm_cy.previous,Tentative,2.656987037165221,peak2z_length,Eastern Forests
swe_mm_jas.previous,Rejected,-Inf,peak2z_length,Eastern Forests
swe_mm_ond.previous,Tentative,2.446354761973494,peak2z_length,Eastern Forests
swe_mm_jfm.previous,Tentative,2.1753677348055636,peak2z_length,Eastern Forests
swe_mm_amj.previous,Rejected,-Inf,peak2z_length,Eastern Forests
p.pet_cy.previous,Tentative,2.6695329492881954,peak2z_length,Eastern Forests
swe.p_cy.previous,Confirmed,3.403824449746787,peak2z_length,Eastern Forests
p.pet_jfm.previous,Tentative,2.8103876887160224,peak2z_length,Eastern Forests
swe.p_jfm.previous,Confirmed,3.1165306541851483,peak2z_length,Eastern Forests
p.pet_amj.previous,Rejected,-Inf,peak2z_length,Eastern Forests
swe.p_amj.previous,Rejected,-Inf,peak2z_length,Eastern Forests
p.pet_jas.previous,Confirmed,4.274063237358511,peak2z_length,Eastern Forests
swe.p_jas.previous,Rejected,-Inf,peak2z_length,Eastern Forests
p.pet_ond.previous,Rejected,-Inf,peak2z_length,Eastern Forests
swe.p_ond.previous,Tentative,2.9993685646613195,peak2z_length,Eastern Forests
dams_n,Confirmed,5.516437114836065,peak2z_length,Western Mountains
maxstorage_af,Confirmed,6.037266708626199,peak2z_length,Western Mountains
normstorage_af,Confirmed,6.025097373224016,peak2z_length,Western Mountains
majordams_n,Confirmed,5.571770279833157,peak2z_length,Western Mountains
wuse_mm,Confirmed,6.588795052340716,peak2z_length,Western Mountains
irrig_prc,Confirmed,5.859146255252464,peak2z_length,Western Mountains
lulc_water_prc,Confirmed,5.461938477727414,peak2z_length,Western Mountains
lulc_dev_prc,Confirmed,7.8490052442330525,peak2z_length,Western Mountains
lulc_wetland_prc,Confirmed,3.7016603439294493,peak2z_length,Western Mountains
lulc_forest_prc,Confirmed,8.482806882994852,peak2z_length,Western Mountains
lulc_barren_prc,Confirmed,7.063381648575302,peak2z_length,Western Mountains
lulc_grass_prc,Confirmed,9.355325460269135,peak2z_length,Western Mountains
lulc_ag_prc,Confirmed,5.470799461727058,peak2z_length,Western Mountains
drain_sqkm,Confirmed,7.9348587976652425,peak2z_length,Western Mountains
elev_mean_m_basin,Confirmed,7.252093980598924,peak2z_length,Western Mountains
slope_pct,Confirmed,8.425695585138412,peak2z_length,Western Mountains
awcave,Confirmed,4.376004416884386,peak2z_length,Western Mountains
permave,Confirmed,6.865280934556959,peak2z_length,Western Mountains
topwet,Confirmed,7.710781670454557,peak2z_length,Western Mountains
depth_bedrock_m,Confirmed,8.123561640447882,peak2z_length,Western Mountains
porosity,Confirmed,8.669521423335711,peak2z_length,Western Mountains
storage_m,Confirmed,8.386088776809864,peak2z_length,Western Mountains
clayave,Confirmed,6.514699073589803,peak2z_length,Western Mountains
siltave,Confirmed,7.3058071456752325,peak2z_length,Western Mountains
sandave,Confirmed,7.151466485609272,peak2z_length,Western Mountains
p_mm_cy,Confirmed,4.824408975358537,peak2z_length,Western Mountains
p_mm_jas,Confirmed,5.040701429850843,peak2z_length,Western Mountains
p_mm_ond,Confirmed,4.294551344414371,peak2z_length,Western Mountains
p_mm_jfm,Confirmed,4.387913350507987,peak2z_length,Western Mountains
p_mm_amj,Confirmed,3.40997543012725,peak2z_length,Western Mountains
pet_mm_cy,Confirmed,5.248570184155199,peak2z_length,Western Mountains
pet_mm_jas,Confirmed,5.9462606887486045,peak2z_length,Western Mountains
pet_mm_ond,Confirmed,4.8576134673062485,peak2z_length,Western Mountains
pet_mm_jfm,Confirmed,5.136438237427976,peak2z_length,Western Mountains
pet_mm_amj,Confirmed,4.3926605755738874,peak2z_length,Western Mountains
T_max_c_cy,Confirmed,5.344340995264029,peak2z_length,Western Mountains
T_max_c_jas,Confirmed,5.768404210300287,peak2z_length,Western Mountains
T_max_c_ond,Confirmed,4.307175210179984,peak2z_length,Western Mountains
T_max_c_jfm,Confirmed,3.8184346993634932,peak2z_length,Western Mountains
T_max_c_amj,Confirmed,4.0703130779379615,peak2z_length,Western Mountains
swe_mm_cy,Confirmed,3.1533390980017613,peak2z_length,Western Mountains
swe_mm_jas,Rejected,-Inf,peak2z_length,Western Mountains
swe_mm_ond,Confirmed,3.4644982095216283,peak2z_length,Western Mountains
swe_mm_jfm,Confirmed,3.325002851090907,peak2z_length,Western Mountains
swe_mm_amj,Confirmed,3.2514391752426475,peak2z_length,Western Mountains
p.pet_cy,Confirmed,4.43497548089407,peak2z_length,Western Mountains
swe.p_cy,Confirmed,3.5934930299679078,peak2z_length,Western Mountains
p.pet_jfm,Confirmed,5.35816088986592,peak2z_length,Western Mountains
swe.p_jfm,Confirmed,3.8451792601416703,peak2z_length,Western Mountains
p.pet_amj,Confirmed,3.450072201770321,peak2z_length,Western Mountains
swe.p_amj,Tentative,2.997160150873452,peak2z_length,Western Mountains
p.pet_jas,Confirmed,5.346202001051684,peak2z_length,Western Mountains
swe.p_jas,Tentative,2.8604475349582335,peak2z_length,Western Mountains
p.pet_ond,Confirmed,4.652090041963953,peak2z_length,Western Mountains
swe.p_ond,Confirmed,4.068770238795851,peak2z_length,Western Mountains
p_mm_cy.previous,Confirmed,6.203895692705177,peak2z_length,Western Mountains
p_mm_jas.previous,Confirmed,5.3982490230504165,peak2z_length,Western Mountains
p_mm_ond.previous,Confirmed,6.125331485249384,peak2z_length,Western Mountains
p_mm_jfm.previous,Confirmed,4.260748847763244,peak2z_length,Western Mountains
p_mm_amj.previous,Tentative,2.6568931014246866,peak2z_length,Western Mountains
pet_mm_cy.previous,Confirmed,5.0929428837906014,peak2z_length,Western Mountains
pet_mm_jas.previous,Confirmed,5.6723139901793544,peak2z_length,Western Mountains
pet_mm_ond.previous,Confirmed,5.369098525133775,peak2z_length,Western Mountains
pet_mm_jfm.previous,Confirmed,4.402733078964473,peak2z_length,Western Mountains
pet_mm_amj.previous,Confirmed,5.727373228832717,peak2z_length,Western Mountains
T_max_c_cy.previous,Confirmed,5.7507990444525445,peak2z_length,Western Mountains
T_max_c_jas.previous,Confirmed,4.99554495285932,peak2z_length,Western Mountains
T_max_c_ond.previous,Confirmed,4.793619012524723,peak2z_length,Western Mountains
T_max_c_jfm.previous,Confirmed,4.353136820790064,peak2z_length,Western Mountains
T_max_c_amj.previous,Confirmed,4.402249979018534,peak2z_length,Western Mountains
swe_mm_cy.previous,Confirmed,3.901975624316829,peak2z_length,Western Mountains
swe_mm_jas.previous,Rejected,1.611350214807556,peak2z_length,Western Mountains
swe_mm_ond.previous,Tentative,2.465191569273456,peak2z_length,Western Mountains
swe_mm_jfm.previous,Confirmed,3.768910137018432,peak2z_length,Western Mountains
swe_mm_amj.previous,Confirmed,3.6278809162307972,peak2z_length,Western Mountains
p.pet_cy.previous,Confirmed,6.4331207962518375,peak2z_length,Western Mountains
swe.p_cy.previous,Confirmed,4.104833958767772,peak2z_length,Western Mountains
p.pet_jfm.previous,Confirmed,4.535439719719081,peak2z_length,Western Mountains
swe.p_jfm.previous,Confirmed,4.318201672131218,peak2z_length,Western Mountains
p.pet_amj.previous,Confirmed,3.3083203115937323,peak2z_length,Western Mountains
swe.p_amj.previous,Confirmed,3.492754420442641,peak2z_length,Western Mountains
p.pet_jas.previous,Confirmed,5.83742535255839,peak2z_length,Western Mountains
swe.p_jas.previous,Tentative,2.7077711939369653,peak2z_length,Western Mountains
p.pet_ond.previous,Confirmed,6.2484455328981054,peak2z_length,Western Mountains
swe.p_ond.previous,Confirmed,3.211938699788601,peak2z_length,Western Mountains
