predictor,IncMSE,metric,region,iteration
swe_mm_cy,2.1344471902428404,peak2z_length,Western Mountains,6
swe_mm_jas,0,peak2z_length,Western Mountains,6
swe_mm_ond,1.8164773008464654,peak2z_length,Western Mountains,6
swe_mm_jfm,-1.0894049323438217,peak2z_length,Western Mountains,6
swe_mm_amj,0.2029853811257772,peak2z_length,Western Mountains,6
srad_wm2_cy,2.1127533085674006,peak2z_length,Western Mountains,6
srad_wm2_jas,1.9758764819170178,peak2z_length,Western Mountains,6
srad_wm2_ond,9.484090296707897,peak2z_length,Western Mountains,6
srad_wm2_jfm,0.09364764226202582,peak2z_length,Western Mountains,6
srad_wm2_amj,3.9643831759479147,peak2z_length,Western Mountains,6
pdsi_cy,-0.060984386121898465,peak2z_length,Western Mountains,6
pdsi_jas,0.3570032064473534,peak2z_length,Western Mountains,6
pdsi_ond,0.5275002471966621,peak2z_length,Western Mountains,6
pdsi_jfm,1.7091903877007528,peak2z_length,Western Mountains,6
pdsi_amj,0.7513232569117263,peak2z_length,Western Mountains,6
p.pet_cy,4.5943802331995895,peak2z_length,Western Mountains,6
swe.p_cy,-0.5508996894432383,peak2z_length,Western Mountains,6
p.pet_jfm,8.28518728420207,peak2z_length,Western Mountains,6
swe.p_jfm,0.7521941411578648,peak2z_length,Western Mountains,6
p.pet_amj,-0.3667530486921442,peak2z_length,Western Mountains,6
swe.p_amj,-0.039912529752683584,peak2z_length,Western Mountains,6
p.pet_jas,1.1658205885233335,peak2z_length,Western Mountains,6
swe.p_jas,0,peak2z_length,Western Mountains,6
p.pet_ond,7.21142000474771,peak2z_length,Western Mountains,6
swe.p_ond,2.3451721198911013,peak2z_length,Western Mountains,6
DRAIN_SQKM,66.20509604104696,peak2z_length,Western Mountains,6
ELEV_MEAN_M_BASIN,4.530404502706944,peak2z_length,Western Mountains,6
SLOPE_PCT,0.07924050832384956,peak2z_length,Western Mountains,6
AWCAVE,55.48307477037696,peak2z_length,Western Mountains,6
PERMAVE,11.570761721438569,peak2z_length,Western Mountains,6
TOPWET,7.37292718778754,peak2z_length,Western Mountains,6
depth_bedrock_m,72.43662631326174,peak2z_length,Western Mountains,6
CLAYAVE,1.4487589014422018,peak2z_length,Western Mountains,6
SILTAVE,0.17004357281468938,peak2z_length,Western Mountains,6
SANDAVE,0.9127927177786908,peak2z_length,Western Mountains,6
p_mm_cy,2.3866951291456964,peak2z_length,Western Mountains,7
p_mm_jas,6.383354332440246,peak2z_length,Western Mountains,7
p_mm_ond,-0.08197360295960451,peak2z_length,Western Mountains,7
p_mm_jfm,1.015192184290539,peak2z_length,Western Mountains,7
p_mm_amj,0.39695416037834236,peak2z_length,Western Mountains,7
pet_mm_cy,2.299489553698579,peak2z_length,Western Mountains,7
pet_mm_jas,4.449457927750596,peak2z_length,Western Mountains,7
pet_mm_ond,6.111712259083281,peak2z_length,Western Mountains,7
pet_mm_jfm,44.71638747584617,peak2z_length,Western Mountains,7
pet_mm_amj,1.601782050205321,peak2z_length,Western Mountains,7
T_max_c_cy,8.694481555470691,peak2z_length,Western Mountains,7
T_max_c_jas,20.9180363575865,peak2z_length,Western Mountains,7
T_max_c_ond,2.383271009274086,peak2z_length,Western Mountains,7
T_max_c_jfm,6.233678674924598,peak2z_length,Western Mountains,7
T_max_c_amj,5.287184964361396,peak2z_length,Western Mountains,7
T_min_c_cy,3.106841420269113,peak2z_length,Western Mountains,7
T_min_c_jas,7.276464067372279,peak2z_length,Western Mountains,7
T_min_c_ond,0.3503759009073992,peak2z_length,Western Mountains,7
T_min_c_jfm,0.7391318314183533,peak2z_length,Western Mountains,7
T_min_c_amj,2.7533706206815545,peak2z_length,Western Mountains,7
pcumdist10days,0.29594306987196356,peak2z_length,Western Mountains,7
pcumdist50days,1.3032408812987837,peak2z_length,Western Mountains,7
pcumdist90days,0.7833621639003143,peak2z_length,Western Mountains,7
swe_mm_cy,-0.16136531917117994,peak2z_length,Western Mountains,7
swe_mm_jas,0,peak2z_length,Western Mountains,7
swe_mm_ond,0.00528728202712189,peak2z_length,Western Mountains,7
swe_mm_jfm,0.46565335822687326,peak2z_length,Western Mountains,7
swe_mm_amj,3.732558139536502e-5,peak2z_length,Western Mountains,7
srad_wm2_cy,1.2310210536001955,peak2z_length,Western Mountains,7
srad_wm2_jas,0.39650223150860997,peak2z_length,Western Mountains,7
srad_wm2_ond,5.993400257507379,peak2z_length,Western Mountains,7
srad_wm2_jfm,2.1582947425388777,peak2z_length,Western Mountains,7
srad_wm2_amj,5.6655746159846,peak2z_length,Western Mountains,7
pdsi_cy,1.2042557329716914,peak2z_length,Western Mountains,7
pdsi_jas,0.5188178011693335,peak2z_length,Western Mountains,7
pdsi_ond,-0.20119494366869684,peak2z_length,Western Mountains,7
pdsi_jfm,-0.10462767427407209,peak2z_length,Western Mountains,7
pdsi_amj,0.09059426489333743,peak2z_length,Western Mountains,7
p.pet_cy,5.667477309630293,peak2z_length,Western Mountains,7
swe.p_cy,1.1065877841409653,peak2z_length,Western Mountains,7
p.pet_jfm,7.252182392156058,peak2z_length,Western Mountains,7
swe.p_jfm,0.9441359800127213,peak2z_length,Western Mountains,7
p.pet_amj,0.8790698775912577,peak2z_length,Western Mountains,7
swe.p_amj,0.028104082833927093,peak2z_length,Western Mountains,7
p.pet_jas,2.8181944318434455,peak2z_length,Western Mountains,7
swe.p_jas,0,peak2z_length,Western Mountains,7
p.pet_ond,-0.7924763534316135,peak2z_length,Western Mountains,7
swe.p_ond,2.214601717866214,peak2z_length,Western Mountains,7
DRAIN_SQKM,52.69164761663948,peak2z_length,Western Mountains,7
ELEV_MEAN_M_BASIN,19.029623505127173,peak2z_length,Western Mountains,7
SLOPE_PCT,5.13958581636557,peak2z_length,Western Mountains,7
AWCAVE,9.848240280021155,peak2z_length,Western Mountains,7
PERMAVE,0.22135761561699738,peak2z_length,Western Mountains,7
TOPWET,41.520155225352234,peak2z_length,Western Mountains,7
depth_bedrock_m,15.648709230063613,peak2z_length,Western Mountains,7
CLAYAVE,0.962427437849209,peak2z_length,Western Mountains,7
SILTAVE,-0.021232480550460727,peak2z_length,Western Mountains,7
SANDAVE,0.04569800750707694,peak2z_length,Western Mountains,7
p_mm_cy,2.6868867349851597,peak2z_length,Western Mountains,8
p_mm_jas,0.15071132066664808,peak2z_length,Western Mountains,8
p_mm_ond,0.23472100860983902,peak2z_length,Western Mountains,8
p_mm_jfm,1.4398218344128302,peak2z_length,Western Mountains,8
p_mm_amj,-0.9931432227379355,peak2z_length,Western Mountains,8
pet_mm_cy,5.671317121315092,peak2z_length,Western Mountains,8
pet_mm_jas,2.5807154969872657,peak2z_length,Western Mountains,8
pet_mm_ond,-2.5516278937264834,peak2z_length,Western Mountains,8
pet_mm_jfm,35.12167387326655,peak2z_length,Western Mountains,8
pet_mm_amj,33.39827167440956,peak2z_length,Western Mountains,8
T_max_c_cy,13.915783046151416,peak2z_length,Western Mountains,8
T_max_c_jas,4.811051682109512,peak2z_length,Western Mountains,8
T_max_c_ond,-0.3614621094057335,peak2z_length,Western Mountains,8
T_max_c_jfm,8.563628986154471,peak2z_length,Western Mountains,8
T_max_c_amj,33.28175071715732,peak2z_length,Western Mountains,8
T_min_c_cy,16.928488567548897,peak2z_length,Western Mountains,8
T_min_c_jas,11.371940807725679,peak2z_length,Western Mountains,8
T_min_c_ond,2.9966148314513457,peak2z_length,Western Mountains,8
T_min_c_jfm,4.368282542424084,peak2z_length,Western Mountains,8
T_min_c_amj,25.667993731446984,peak2z_length,Western Mountains,8
pcumdist10days,-0.348870712981792,peak2z_length,Western Mountains,8
pcumdist50days,-1.5609004414625576,peak2z_length,Western Mountains,8
pcumdist90days,-0.35535612929533805,peak2z_length,Western Mountains,8
swe_mm_cy,1.6551481907683683,peak2z_length,Western Mountains,8
swe_mm_jas,0,peak2z_length,Western Mountains,8
swe_mm_ond,0.4618096992698071,peak2z_length,Western Mountains,8
swe_mm_jfm,0.5486429615226892,peak2z_length,Western Mountains,8
swe_mm_amj,-0.0418274999999998,peak2z_length,Western Mountains,8
srad_wm2_cy,0.9746551491697594,peak2z_length,Western Mountains,8
srad_wm2_jas,0.6458601078518459,peak2z_length,Western Mountains,8
srad_wm2_ond,1.2198758337466238,peak2z_length,Western Mountains,8
srad_wm2_jfm,13.63324416234301,peak2z_length,Western Mountains,8
srad_wm2_amj,9.197381325430623,peak2z_length,Western Mountains,8
pdsi_cy,-1.5695557674748013,peak2z_length,Western Mountains,8
pdsi_jas,0.13712535385291721,peak2z_length,Western Mountains,8
pdsi_ond,0.4297064810735269,peak2z_length,Western Mountains,8
pdsi_jfm,-1.9407655997774447,peak2z_length,Western Mountains,8
pdsi_amj,-3.0323859349979547,peak2z_length,Western Mountains,8
p.pet_cy,3.027583961141995,peak2z_length,Western Mountains,8
swe.p_cy,5.610052270978437,peak2z_length,Western Mountains,8
p.pet_jfm,2.4967104418865533,peak2z_length,Western Mountains,8
swe.p_jfm,0.937362005706265,peak2z_length,Western Mountains,8
p.pet_amj,0.9761470869747395,peak2z_length,Western Mountains,8
swe.p_amj,0,peak2z_length,Western Mountains,8
p.pet_jas,-2.4754361123471242,peak2z_length,Western Mountains,8
swe.p_jas,0,peak2z_length,Western Mountains,8
p.pet_ond,9.647627224647028,peak2z_length,Western Mountains,8
swe.p_ond,0.20440760538049124,peak2z_length,Western Mountains,8
DRAIN_SQKM,78.19339157892368,peak2z_length,Western Mountains,8
ELEV_MEAN_M_BASIN,5.778485476902763,peak2z_length,Western Mountains,8
SLOPE_PCT,2.0770016412720285,peak2z_length,Western Mountains,8
AWCAVE,0.21037971722565077,peak2z_length,Western Mountains,8
PERMAVE,14.787254513185498,peak2z_length,Western Mountains,8
TOPWET,4.347122180552086,peak2z_length,Western Mountains,8
depth_bedrock_m,81.8436121245778,peak2z_length,Western Mountains,8
CLAYAVE,-0.1583765922936331,peak2z_length,Western Mountains,8
SILTAVE,0.0991210274206665,peak2z_length,Western Mountains,8
SANDAVE,-0.9755661628712898,peak2z_length,Western Mountains,8
p_mm_cy,2.5734945116009844,peak2z_length,Western Mountains,9
p_mm_jas,-2.467155550864943,peak2z_length,Western Mountains,9
p_mm_ond,1.4355532221834164,peak2z_length,Western Mountains,9
p_mm_jfm,1.2669242134241447,peak2z_length,Western Mountains,9
p_mm_amj,-0.6473148191875492,peak2z_length,Western Mountains,9
pet_mm_cy,4.9339941598644526,peak2z_length,Western Mountains,9
pet_mm_jas,1.9551774223300509,peak2z_length,Western Mountains,9
pet_mm_ond,0.9631512944813561,peak2z_length,Western Mountains,9
pet_mm_jfm,28.545257987792088,peak2z_length,Western Mountains,9
pet_mm_amj,19.680583824370405,peak2z_length,Western Mountains,9
T_max_c_cy,12.421533745863696,peak2z_length,Western Mountains,9
T_max_c_jas,8.003948002354424,peak2z_length,Western Mountains,9
T_max_c_ond,-0.8405411346183715,peak2z_length,Western Mountains,9
T_max_c_jfm,6.866533559811646,peak2z_length,Western Mountains,9
T_max_c_amj,22.214935321097194,peak2z_length,Western Mountains,9
T_min_c_cy,11.952182243659033,peak2z_length,Western Mountains,9
T_min_c_jas,19.199724174325336,peak2z_length,Western Mountains,9
T_min_c_ond,1.7440342260080746,peak2z_length,Western Mountains,9
T_min_c_jfm,2.8045178331154648,peak2z_length,Western Mountains,9
T_min_c_amj,25.35221864560238,peak2z_length,Western Mountains,9
pcumdist10days,-2.2423253727592063,peak2z_length,Western Mountains,9
pcumdist50days,-2.4873206763677516,peak2z_length,Western Mountains,9
pcumdist90days,-6.093970881606,peak2z_length,Western Mountains,9
swe_mm_cy,0.6908336191157282,peak2z_length,Western Mountains,9
swe_mm_jas,0,peak2z_length,Western Mountains,9
swe_mm_ond,-0.2813507110829486,peak2z_length,Western Mountains,9
swe_mm_jfm,3.4455294130254615,peak2z_length,Western Mountains,9
swe_mm_amj,0.0025923077865208075,peak2z_length,Western Mountains,9
srad_wm2_cy,3.0490049241756694,peak2z_length,Western Mountains,9
srad_wm2_jas,-0.03714986282359711,peak2z_length,Western Mountains,9
srad_wm2_ond,1.8005535561445063,peak2z_length,Western Mountains,9
srad_wm2_jfm,5.124792944042603,peak2z_length,Western Mountains,9
srad_wm2_amj,3.334998138401091,peak2z_length,Western Mountains,9
pdsi_cy,-2.17015570816081,peak2z_length,Western Mountains,9
pdsi_jas,-2.0427810612530783,peak2z_length,Western Mountains,9
pdsi_ond,-2.22304645756932,peak2z_length,Western Mountains,9
pdsi_jfm,0.3924516708745799,peak2z_length,Western Mountains,9
pdsi_amj,-3.7533099151939258,peak2z_length,Western Mountains,9
p.pet_cy,5.233064290115424,peak2z_length,Western Mountains,9
swe.p_cy,1.359653898031583,peak2z_length,Western Mountains,9
p.pet_jfm,0.6030790554165134,peak2z_length,Western Mountains,9
swe.p_jfm,1.4110919858266717,peak2z_length,Western Mountains,9
p.pet_amj,-0.3738693572110305,peak2z_length,Western Mountains,9
swe.p_amj,-0.003386113821138278,peak2z_length,Western Mountains,9
p.pet_jas,-0.18922261873320348,peak2z_length,Western Mountains,9
swe.p_jas,0,peak2z_length,Western Mountains,9
p.pet_ond,15.015291315652815,peak2z_length,Western Mountains,9
swe.p_ond,0.6296015675425762,peak2z_length,Western Mountains,9
DRAIN_SQKM,72.19211801092929,peak2z_length,Western Mountains,9
ELEV_MEAN_M_BASIN,5.224531686347745,peak2z_length,Western Mountains,9
SLOPE_PCT,2.5622456779455094,peak2z_length,Western Mountains,9
AWCAVE,38.43263629636359,peak2z_length,Western Mountains,9
PERMAVE,19.765858823274225,peak2z_length,Western Mountains,9
TOPWET,3.5202949604126808,peak2z_length,Western Mountains,9
depth_bedrock_m,85.45294177998446,peak2z_length,Western Mountains,9
CLAYAVE,0.08513579506824039,peak2z_length,Western Mountains,9
SILTAVE,0.59339747446448,peak2z_length,Western Mountains,9
SANDAVE,-0.06044032590460018,peak2z_length,Western Mountains,9
p_mm_cy,4.726449566605537,peak2z_length,Western Mountains,10
p_mm_jas,-0.6706634242489872,peak2z_length,Western Mountains,10
p_mm_ond,3.0734292565837933,peak2z_length,Western Mountains,10
p_mm_jfm,0.8359350295077893,peak2z_length,Western Mountains,10
p_mm_amj,-0.08417742362823366,peak2z_length,Western Mountains,10
pet_mm_cy,2.848185077051893,peak2z_length,Western Mountains,10
pet_mm_jas,3.3338890233042235,peak2z_length,Western Mountains,10
pet_mm_ond,2.4046815066360945,peak2z_length,Western Mountains,10
pet_mm_jfm,32.8807962806567,peak2z_length,Western Mountains,10
pet_mm_amj,24.270319051552146,peak2z_length,Western Mountains,10
T_max_c_cy,5.599265202152474,peak2z_length,Western Mountains,10
T_max_c_jas,7.041079436163646,peak2z_length,Western Mountains,10
T_max_c_ond,-2.014536823336389,peak2z_length,Western Mountains,10
T_max_c_jfm,7.226701852172115,peak2z_length,Western Mountains,10
T_max_c_amj,27.86143741686592,peak2z_length,Western Mountains,10
T_min_c_cy,10.552966760964852,peak2z_length,Western Mountains,10
T_min_c_jas,10.257225889299425,peak2z_length,Western Mountains,10
T_min_c_ond,3.1638821460756077,peak2z_length,Western Mountains,10
T_min_c_jfm,3.368812318125277,peak2z_length,Western Mountains,10
T_min_c_amj,20.983257980010837,peak2z_length,Western Mountains,10
pcumdist10days,-1.2332087684953357,peak2z_length,Western Mountains,10
pcumdist50days,-3.848268618212234,peak2z_length,Western Mountains,10
pcumdist90days,-5.423082078416597,peak2z_length,Western Mountains,10
swe_mm_cy,1.5313630572309693,peak2z_length,Western Mountains,10
swe_mm_jas,0,peak2z_length,Western Mountains,10
swe_mm_ond,-1.6866972286296775,peak2z_length,Western Mountains,10
swe_mm_jfm,4.096544035326995,peak2z_length,Western Mountains,10
swe_mm_amj,0.0035127905203791365,peak2z_length,Western Mountains,10
srad_wm2_cy,0.8766017655771045,peak2z_length,Western Mountains,10
srad_wm2_jas,-1.332391495706499,peak2z_length,Western Mountains,10
srad_wm2_ond,3.3027313460122287,peak2z_length,Western Mountains,10
srad_wm2_jfm,3.96450802343395,peak2z_length,Western Mountains,10
srad_wm2_amj,3.302225658754593,peak2z_length,Western Mountains,10
pdsi_cy,-0.5486209720473152,peak2z_length,Western Mountains,10
pdsi_jas,0.25998888226724104,peak2z_length,Western Mountains,10
pdsi_ond,-3.1299954438021,peak2z_length,Western Mountains,10
pdsi_jfm,-2.1146821453316984,peak2z_length,Western Mountains,10
pdsi_amj,-4.37598136396743,peak2z_length,Western Mountains,10
p.pet_cy,4.0207861459869045,peak2z_length,Western Mountains,10
swe.p_cy,3.57881177768573,peak2z_length,Western Mountains,10
p.pet_jfm,-0.055125796324663634,peak2z_length,Western Mountains,10
swe.p_jfm,2.6047886166129457,peak2z_length,Western Mountains,10
p.pet_amj,0.8526749157504627,peak2z_length,Western Mountains,10
swe.p_amj,0.006503846464646617,peak2z_length,Western Mountains,10
p.pet_jas,-3.6210162409413744,peak2z_length,Western Mountains,10
swe.p_jas,0,peak2z_length,Western Mountains,10
p.pet_ond,7.195499769815874,peak2z_length,Western Mountains,10
swe.p_ond,1.926427677920995,peak2z_length,Western Mountains,10
DRAIN_SQKM,62.330977056649694,peak2z_length,Western Mountains,10
ELEV_MEAN_M_BASIN,3.346075241470291,peak2z_length,Western Mountains,10
SLOPE_PCT,1.10261287952757,peak2z_length,Western Mountains,10
AWCAVE,37.86402486515483,peak2z_length,Western Mountains,10
PERMAVE,14.46058251087776,peak2z_length,Western Mountains,10
TOPWET,4.761370457530219,peak2z_length,Western Mountains,10
depth_bedrock_m,78.68913064102848,peak2z_length,Western Mountains,10
CLAYAVE,0.043435721099206,peak2z_length,Western Mountains,10
SILTAVE,0.86631640215914,peak2z_length,Western Mountains,10
SANDAVE,0.09578397747455678,peak2z_length,Western Mountains,10
p_mm_cy,6.517605337310586,peak2z_length,Western Mountains,11
p_mm_jas,2.8649894186735794,peak2z_length,Western Mountains,11
p_mm_ond,9.383683544538092,peak2z_length,Western Mountains,11
p_mm_jfm,13.98528303815348,peak2z_length,Western Mountains,11
p_mm_amj,0.2912457065640053,peak2z_length,Western Mountains,11
pet_mm_cy,1.4703609650616893,peak2z_length,Western Mountains,11
pet_mm_jas,1.4457245180402865,peak2z_length,Western Mountains,11
pet_mm_ond,3.217068775364865,peak2z_length,Western Mountains,11
pet_mm_jfm,48.516678258233675,peak2z_length,Western Mountains,11
pet_mm_amj,14.397732180014618,peak2z_length,Western Mountains,11
T_max_c_cy,11.782581265694516,peak2z_length,Western Mountains,11
T_max_c_jas,11.463875642230139,peak2z_length,Western Mountains,11
T_max_c_ond,5.704954645435759,peak2z_length,Western Mountains,11
T_max_c_jfm,8.98129676348706,peak2z_length,Western Mountains,11
T_max_c_amj,20.0225177192874,peak2z_length,Western Mountains,11
T_min_c_cy,6.848511686290483,peak2z_length,Western Mountains,11
T_min_c_jas,14.642396433772786,peak2z_length,Western Mountains,11
T_min_c_ond,-1.5537073139871385,peak2z_length,Western Mountains,11
T_min_c_jfm,1.9041844728047193,peak2z_length,Western Mountains,11
T_min_c_amj,29.10918361434962,peak2z_length,Western Mountains,11
pcumdist10days,3.124720058299103,peak2z_length,Western Mountains,11
pcumdist50days,1.2853666792560516,peak2z_length,Western Mountains,11
pcumdist90days,-1.1353069125183965,peak2z_length,Western Mountains,11
swe_mm_cy,-1.6363670430801107,peak2z_length,Western Mountains,11
swe_mm_jas,0,peak2z_length,Western Mountains,11
swe_mm_ond,-1.1821136867325905,peak2z_length,Western Mountains,11
swe_mm_jfm,-1.7597417600144956,peak2z_length,Western Mountains,11
swe_mm_amj,0.004873105698055923,peak2z_length,Western Mountains,11
srad_wm2_cy,5.896966290377848,peak2z_length,Western Mountains,11
srad_wm2_jas,5.442938459161295,peak2z_length,Western Mountains,11
srad_wm2_ond,7.462577790170862,peak2z_length,Western Mountains,11
srad_wm2_jfm,3.3868198327516312,peak2z_length,Western Mountains,11
srad_wm2_amj,12.002305150391859,peak2z_length,Western Mountains,11
pdsi_cy,-0.5034638933512585,peak2z_length,Western Mountains,11
pdsi_jas,3.0393981488455584,peak2z_length,Western Mountains,11
pdsi_ond,-1.055114105967958,peak2z_length,Western Mountains,11
pdsi_jfm,-1.9290378516504219,peak2z_length,Western Mountains,11
pdsi_amj,0.9039896082454808,peak2z_length,Western Mountains,11
p.pet_cy,6.5446674291620655,peak2z_length,Western Mountains,11
swe.p_cy,1.2972966441221485,peak2z_length,Western Mountains,11
p.pet_jfm,27.120151022031262,peak2z_length,Western Mountains,11
swe.p_jfm,-0.46626108092373136,peak2z_length,Western Mountains,11
p.pet_amj,-1.4103226920988987,peak2z_length,Western Mountains,11
swe.p_amj,-0.012648670105292893,peak2z_length,Western Mountains,11
p.pet_jas,0.7903845527041213,peak2z_length,Western Mountains,11
swe.p_jas,0,peak2z_length,Western Mountains,11
p.pet_ond,14.30018105160612,peak2z_length,Western Mountains,11
swe.p_ond,-0.6022349620647387,peak2z_length,Western Mountains,11
DRAIN_SQKM,51.394204228439825,peak2z_length,Western Mountains,11
ELEV_MEAN_M_BASIN,9.344893644238557,peak2z_length,Western Mountains,11
SLOPE_PCT,0.715446086015371,peak2z_length,Western Mountains,11
AWCAVE,61.86106887547877,peak2z_length,Western Mountains,11
PERMAVE,7.5764919704341676,peak2z_length,Western Mountains,11
TOPWET,12.255558445791207,peak2z_length,Western Mountains,11
depth_bedrock_m,60.23412149646902,peak2z_length,Western Mountains,11
CLAYAVE,0.9116683169065763,peak2z_length,Western Mountains,11
SILTAVE,0.6510855457174504,peak2z_length,Western Mountains,11
SANDAVE,-0.8191508569690038,peak2z_length,Western Mountains,11
p_mm_cy,4.474748303024685,peak2z_length,Western Mountains,12
p_mm_jas,8.891625094670585,peak2z_length,Western Mountains,12
p_mm_ond,1.509893085781603,peak2z_length,Western Mountains,12
p_mm_jfm,2.91412092397909,peak2z_length,Western Mountains,12
p_mm_amj,0.8103895991986904,peak2z_length,Western Mountains,12
pet_mm_cy,0.8879432837498027,peak2z_length,Western Mountains,12
pet_mm_jas,1.4360604650206115,peak2z_length,Western Mountains,12
pet_mm_ond,1.6954461975077346,peak2z_length,Western Mountains,12
pet_mm_jfm,42.36992681357261,peak2z_length,Western Mountains,12
pet_mm_amj,2.9693185552096275,peak2z_length,Western Mountains,12
T_max_c_cy,13.178934598245444,peak2z_length,Western Mountains,12
T_max_c_jas,24.696714512246025,peak2z_length,Western Mountains,12
T_max_c_ond,2.924406094713302,peak2z_length,Western Mountains,12
T_max_c_jfm,3.7624414143857807,peak2z_length,Western Mountains,12
T_max_c_amj,7.099353245144069,peak2z_length,Western Mountains,12
T_min_c_cy,3.2293160933829057,peak2z_length,Western Mountains,12
T_min_c_jas,5.314962783929114,peak2z_length,Western Mountains,12
T_min_c_ond,0.5101544847736256,peak2z_length,Western Mountains,12
T_min_c_jfm,1.4610234271077358,peak2z_length,Western Mountains,12
T_min_c_amj,6.176274571214181,peak2z_length,Western Mountains,12
pcumdist10days,-0.1709378126118508,peak2z_length,Western Mountains,12
pcumdist50days,0.5127829543566561,peak2z_length,Western Mountains,12
pcumdist90days,1.6651736894359084,peak2z_length,Western Mountains,12
swe_mm_cy,0.2748477675054538,peak2z_length,Western Mountains,12
swe_mm_jas,0,peak2z_length,Western Mountains,12
swe_mm_ond,0.24691196770098126,peak2z_length,Western Mountains,12
swe_mm_jfm,-0.5938852469387378,peak2z_length,Western Mountains,12
swe_mm_amj,-0.01599302163608485,peak2z_length,Western Mountains,12
srad_wm2_cy,2.119365248447969,peak2z_length,Western Mountains,12
srad_wm2_jas,-0.02983652462221596,peak2z_length,Western Mountains,12
srad_wm2_ond,4.014968436070494,peak2z_length,Western Mountains,12
srad_wm2_jfm,2.5868556991497904,peak2z_length,Western Mountains,12
srad_wm2_amj,4.451697232509335,peak2z_length,Western Mountains,12
pdsi_cy,0.2386412810056252,peak2z_length,Western Mountains,12
pdsi_jas,0.8310080654561894,peak2z_length,Western Mountains,12
pdsi_ond,-0.21392658373224924,peak2z_length,Western Mountains,12
pdsi_jfm,0.48751649576104544,peak2z_length,Western Mountains,12
pdsi_amj,2.414967477159583,peak2z_length,Western Mountains,12
p.pet_cy,5.439510601740636,peak2z_length,Western Mountains,12
swe.p_cy,-0.5205759015613125,peak2z_length,Western Mountains,12
p.pet_jfm,3.7985576709810274,peak2z_length,Western Mountains,12
swe.p_jfm,0.09619043508456324,peak2z_length,Western Mountains,12
p.pet_amj,1.6005355287785321,peak2z_length,Western Mountains,12
swe.p_amj,0.02306562955401401,peak2z_length,Western Mountains,12
p.pet_jas,2.988339330610477,peak2z_length,Western Mountains,12
swe.p_jas,0,peak2z_length,Western Mountains,12
p.pet_ond,1.6331174243244482,peak2z_length,Western Mountains,12
swe.p_ond,1.3746243466536314,peak2z_length,Western Mountains,12
DRAIN_SQKM,40.66620284792131,peak2z_length,Western Mountains,12
ELEV_MEAN_M_BASIN,16.02823925422566,peak2z_length,Western Mountains,12
SLOPE_PCT,4.141709049236855,peak2z_length,Western Mountains,12
AWCAVE,0.29167754012338937,peak2z_length,Western Mountains,12
PERMAVE,1.2621571108855207,peak2z_length,Western Mountains,12
TOPWET,36.91705026560423,peak2z_length,Western Mountains,12
depth_bedrock_m,17.019256116358907,peak2z_length,Western Mountains,12
CLAYAVE,0.21647716185772714,peak2z_length,Western Mountains,12
SILTAVE,0.43362431275675545,peak2z_length,Western Mountains,12
SANDAVE,0.38815561476021276,peak2z_length,Western Mountains,12
p_mm_cy,3.2534627126824254,peak2z_length,Western Mountains,13
p_mm_jas,8.590385709260373,peak2z_length,Western Mountains,13
p_mm_ond,0.4170419771541829,peak2z_length,Western Mountains,13
p_mm_jfm,2.1398623006160866,peak2z_length,Western Mountains,13
p_mm_amj,1.1146763735930962,peak2z_length,Western Mountains,13
pet_mm_cy,1.2039070984378624,peak2z_length,Western Mountains,13
pet_mm_jas,3.80492543492343,peak2z_length,Western Mountains,13
pet_mm_ond,2.9223606199383454,peak2z_length,Western Mountains,13
pet_mm_jfm,31.74081132893173,peak2z_length,Western Mountains,13
pet_mm_amj,4.1918497061074405,peak2z_length,Western Mountains,13
T_max_c_cy,9.180741800332497,peak2z_length,Western Mountains,13
T_max_c_jas,24.958907644502755,peak2z_length,Western Mountains,13
T_max_c_ond,4.963068012972296,peak2z_length,Western Mountains,13
T_max_c_jfm,3.0685820644357182,peak2z_length,Western Mountains,13
T_max_c_amj,8.279559530567921,peak2z_length,Western Mountains,13
T_min_c_cy,3.1385583873577017,peak2z_length,Western Mountains,13
T_min_c_jas,4.696376684387912,peak2z_length,Western Mountains,13
T_min_c_ond,0.4989755581564495,peak2z_length,Western Mountains,13
T_min_c_jfm,1.2232096661191914,peak2z_length,Western Mountains,13
T_min_c_amj,7.508162324756534,peak2z_length,Western Mountains,13
pcumdist10days,0.10780993024869709,peak2z_length,Western Mountains,13
pcumdist50days,0.9188709397170425,peak2z_length,Western Mountains,13
pcumdist90days,0.7183098052912511,peak2z_length,Western Mountains,13
swe_mm_cy,0.2851589386466948,peak2z_length,Western Mountains,13
swe_mm_jas,0,peak2z_length,Western Mountains,13
swe_mm_ond,2.2622566185553965,peak2z_length,Western Mountains,13
swe_mm_jfm,0.20252756019263832,peak2z_length,Western Mountains,13
swe_mm_amj,0.11972627971348464,peak2z_length,Western Mountains,13
srad_wm2_cy,2.6161533099964833,peak2z_length,Western Mountains,13
srad_wm2_jas,0.26680121437636667,peak2z_length,Western Mountains,13
srad_wm2_ond,4.6616957942710275,peak2z_length,Western Mountains,13
srad_wm2_jfm,1.5801876282131366,peak2z_length,Western Mountains,13
srad_wm2_amj,4.141357757249989,peak2z_length,Western Mountains,13
pdsi_cy,1.5523563347493692,peak2z_length,Western Mountains,13
pdsi_jas,0.34855273106891516,peak2z_length,Western Mountains,13
pdsi_ond,0.7123858311335649,peak2z_length,Western Mountains,13
