gage_ID,NLCD
11042631,TRUE
8185000,FALSE
11077500,TRUE
9517490,FALSE
8202700,FALSE
8398500,FALSE
8401200,FALSE
9513860,FALSE
8400000,FALSE
8401900,FALSE
